Nazwa|Cena|Miasto|Dzielnica|Pokoje|Pow. całkowita|Piętro|Liczba pięter|Liczba sypialni|Balkon|Rynek|Rodzaj umowy|Rok budowy|Data dodania|Aktualizacja|Numer ogłoszenia|Liczba odsłon|Liczba Punktów Podbić|Liczba poziomów mieszkania|Dostępne od|Typ budynku|Materiał budowlany|Ogrzewanie|Inwestycja|Stan nieruchomości|Typ kuchni|Liczba łazienek|łazienka razem z WC|Taras|Pow. ogródka|Forma własności|Stolarka okienna|Pow. tarasu|Pow. loggii|Pow. balkonu|Stan budynku|Wysokość wnętrza|Pow. łazienki|Pow. użytkowa|Dodatkowe koszty|Cena do negocjacji|Typ nieruchomości|Typ domu|Lokalizacja garażu|Pow. działki
"Apartament w unikatowej inwestycji | Gdańsk Oliwa"|1 719 349 zł|Gdańsk, |Oliwa, | • 3 pokoje|70,54 m²|1/3|3|1|Tak|Pierwotny||2022|10.12.2023|13.04.2024|morizon-300410|674|26|1||Apartamentowiec||Co Miejskie||||||||||||||||||||||
Wyjątkowy apartament z ogrodem w Oliwie|2 426 922 zł|Gdańsk, |Oliwa, | • 4 pokoje|113,59 m²||3|3||Pierwotny||2022|08.12.2023|13.04.2024|morizon-751963|658|26|1||Apartamentowiec||Co Miejskie||||||Tak||||||||||||||||
Apartament na najwyższym piętrze niedaleko morza|2 655 455 zł|Gdańsk, |Wrzeszcz| • 5 pokoi|126,09 m²|10/10|10|||Pierwotny||2025|29.03.2024|29.03.2024|morizon-149176|179|26|1||Apartamentowiec||Co Miejskie||||||||||||||||||||||
Wyjątkowy apartament w sercu Oliwy|3 289 637 zł|Gdańsk, |Oliwa, | • 5 pokoi|129,80 m²|3/3|3|4|Tak|Pierwotny||2022|31.05.2023|13.04.2024|morizon-239531|904|26|1||Apartamentowiec||Co Miejskie||||||||||||||||122,45 m²||||||
Perfekcyjny second home w Neptun Parku|1 299 000 zł|Gdańsk, |Jelitkowo, | • 1 pokój|33,46 m²|2/3|3|||Wtórny|Na wyłączność|2017|09.03.2024|04.04.2024|morizon-728569|456|26|1||Apartamentowiec||Co Miejskie||||||||||||||||||||||
Nowoczesny 3 pokojowy apartament|1 740 000 zł|Gdańsk, |Wrzeszcz, | • 3 pokoje|77,22 m²|4/6|6||Tak|Wtórny||2021|10.07.2023|13.04.2024|morizon-326005|1 402|26|1||Wolnostojący||Co Miejskie||||||||||||||||||||||
Dwa apartamenty w budynku premium|1 890 000 zł|Gdańsk, |Śródmieście, | • 2 pokoje|60 m²|7/7|7|2|Tak|Wtórny|Na wyłączność|2021|24.11.2023|09.04.2024|morizon-736187|1 100|26|1|30.11.2023|Apartamentowiec|Silikat|Co Miejskie||||||Tak||||||||||||||||
Apartament z widokiem na marinę|1 085 000 zł|Gdańsk, |Sobieszewo, | • 2 pokoje|41,52 m²|1/2|2||Tak|Wtórny||2023|11.03.2024|04.04.2024|morizon-780826|347|26|1||Apartamentowiec||Co Miejskie||||||||||||||||||||||
Twoje Nowe Miejsce w Centrum Luksusu|1 536 833 zł|Gdańsk, |Oliwa| • 3 pokoje|72,39 m²|3/3|3|2|Tak|Wtórny||2024|14.06.2022|29.03.2024|morizon-262428|2 429|26|1|31.01.2024|Blok Mieszkalny|Konstrukcja mieszana|Co Miejskie||||||||||||||||||||||
Twoje Nowe Miejsce w Centrum Luksusu|1 536 833 zł|Gdańsk, |Oliwa| • 3 pokoje|72,39 m²|3/3|3|2|Tak|Wtórny||2024|13.10.2023|29.03.2024|morizon-967331|936|26|1|31.01.2024|Blok Mieszkalny|Konstrukcja mieszana|Co Miejskie||||||||||||||||||||||
Funkcjonalny apartament w kapitalnej lokalizacji|1 287 564 zł|Gdańsk, |Oliwa| • 3 pokoje|61,50 m²|1/3|3|2||Wtórny||2024|18.01.2024|29.03.2024|morizon-569354|622|26|1|31.01.2024|Blok Mieszkalny|Konstrukcja mieszana|Co Miejskie||||||Tak||||||||||||||||
5 pokojowy Apartament w Prestiżowej Lokalizacji|3 262 970 zł|Gdańsk, |Oliwa| • 5 pokoi|128,08 m²|2/3|3|4|Tak|Wtórny||2024|13.10.2023|29.03.2024|morizon-766868|716|26|1|31.01.2024|Blok Mieszkalny|Konstrukcja mieszana|Co Miejskie||||||||||||||||||||||
Stylowe mieszkanie na kameralnym osiedlu|930 000 zł|Gdańsk, |Łostowice, | • 3 pokoje|62 m²|1/3|3|2|Tak|Wtórny|Na wyłączność|2023|21.03.2024|09.04.2024|morizon-537816|250|26|1|01.04.2024|Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
"Słoneczne mieszkanie | Okazja"|1 152 000 zł|Gdańsk, |Letnica, | • 4 pokoje|78,40 m²|3/7|7|1|Tak|Wtórny||2018|29.12.2023|03.04.2024|morizon-329390|741|26|||Blok Mieszkalny||Co Miejskie||||||Tak||||||||||||||||
Apartament niedaleko plaży w Brzeźnie|770 634 zł|Gdańsk, |Wrzeszcz| • 2 pokoje|47,57 m²|1/10|10|||Pierwotny||2025|25.09.2023|19.03.2024|morizon-478450|1 547|26|1||Apartamentowiec||Co Miejskie||||||Tak||||||||||||||||
Nowoczesne mieszkanie niedaleko plaży w Brzeźnie|775 863 zł|Gdańsk, |Wrzeszcz| • 2 pokoje|48,54 m²|1/10|10|||Pierwotny||2025|10.12.2023|19.03.2024|morizon-377780|963|26|1||Apartamentowiec||Co Miejskie||||||Tak||||||||||||||||
Nowoczesne mieszkanie niedaleko plaży w Brzeźnie|982 881 zł|Gdańsk, |Wrzeszcz| • 3 pokoje|61,70 m²|3/10|10||Tak|Pierwotny||2025|10.12.2023|19.03.2024|morizon-130608|848|26|1||Apartamentowiec||Co Miejskie||||||||||||||||||||||
Nowoczesne mieszkanie niedaleko plaży w Brzeźnie|1 316 921 zł|Gdańsk, |Wrzeszcz| • 3 pokoje|76,69 m²|8/10|10|2||Pierwotny||2025|10.12.2023|19.03.2024|morizon-572674|633|26|1||Apartamentowiec||Co Miejskie||||||||||||||||||||||
Penthouse z widokiem na Zatokę i Park|2 900 000 zł|Gdańsk, |Przymorze, | • 4 pokoje|137,50 m²|16/16|16|3||Wtórny|Na wyłączność|2009|02.10.2023|08.02.2024|morizon-107795|1 861|26|1||Apartamentowiec||Co Miejskie||||||||||||||||137 m²||||||
Luksusowe mieszkanie w sercu Wrzeszcza|1 028 430 zł|Gdańsk, |Wrzeszcz| • 4 pokoje|76,18 m²|2/10|10|||Pierwotny||2025|25.09.2023|19.03.2024|morizon-308794|944|26|1||Apartamentowiec||Co Miejskie||||||||||||||||||||||
Apartament na najwyższym piętrze niedaleko morza|2 655 455 zł|Gdańsk, |Wrzeszcz| • 5 pokoi|126,09 m²|10/10|10|||Pierwotny||2025|25.09.2023|19.03.2024|morizon-732071|720|26|1||Apartamentowiec||Co Miejskie||||||||||||||||||||||
Apartament z wysokim potencjałem inwestycyjnym|6 900 000 zł|Gdańsk, |Jelitkowo| • 4 pokoje|174 m²|1/3|3|3|Tak|Wtórny|Na wyłączność|2013|29.03.2023|08.02.2024|morizon-733043|2 608|26|1|29.03.2023|Apartamentowiec||Co Miejskie||||||||||||||||||||||
Gustowny apartament z dwoma tarasami - Letnica|1 499 999 zł|Gdańsk, |Letnica, | • 4 pokoje|87,68 m²|5/17|17|3|Tak|Wtórny||2023|05.04.2024|11.04.2024|morizon-861963|120|25|1||Apartamentowiec||Co Miejskie||||||Tak||||||||||||||||
Przytulne mieszkanie z balkonem i parkingiem|720 000 zł|Gdańsk M., |Gdańsk, | • 2 pokoje|53,80 m²|||1|Tak|Wtórny|Na wyłączność|2009|08.04.2024|15.04.2024|morizon-SCT-MS-226|167|25|||Blok||C.O. GAZOWE||Bardzo dobry||1|||||PCV|||||250 cm|4,40 m²|||||||
Dwie niezalezne sypialnie i salon z aneksem kuchennym ze słonecznym balkonem :)|590 000 zł|Gdańsk, |Piecki-Migowo, | • 3 pokoje|49,60 m²|1/3|3||Tak|Wtórny|Na wyłączność|1984|16.04.2024|22.04.2024|morizon-674|73|25|1||Blok||Miejskie||Do odświeżenia|Aneks|2|Nie|||Spółdzielcze-własnościowe z KW|||||Dobry|260 cm||||Tak||||
Apartament inwestycyjny, Śląska 12 k/SKM, UG|431 890 zł|Gdańsk, |Przymorze, | • 1 pokój|27,18 m²|2/5|5||Nie|Wtórny|Na wyłączność|2022|13.04.2024|20.04.2024|morizon-RR02096|157|25|||||C.o. miejskie|||Półotwarta|1|Nie|Nie||Własność|||||Wysoki standard|||||||||
Apartament 4-pokojowy, Gdańsk Morena. Piękny, nowiutki|1 130 000 zł|Gdańsk, |Piecki-Migowo, | • 4 pokoje|74,95 m²||4||Tak|Wtórny|Na wyłączność|2023|04.04.2024|06.04.2024|morizon-44|196|25|1|01.07.2024|Apartamentowiec|Zróżnicowany|Miejskie|||Aneks|1|Tak|Tak||Własność||40,13 m²||5,57 m²|Bardzo dobry|270 cm|4,53 m²|||||||
Kup wyjątkowe mieszkanie blisko morza i parku|1 069 900 zł|Gdańsk, |Wrzeszcz, | • 2 pokoje|54 m²|1/4|4||Tak|Wtórny|||30.03.2024|11.04.2024|morizon-583377|305|25|||Apartamentowiec||Co Miejskie||||||Tak||||||||||||||||
Gdańsk Przymorze inwestycja najem blisko morza|625 000 zł|Gdańsk, |Przymorze, | • 2 pokoje|46 m²|11/11|11|2||Wtórny||1971|26.03.2024|18.04.2024|morizon-234362|358|25||12.03.2024|Falowiec|Wielka płyta|Co Miejskie||||||||||||||||||||||
Mieszkanie - Gdańsk Oliwa|799 000 zł|Gdański, |Gdańsk, | • 2 pokoje|55,20 m²|1/2|2||Nie|Wtórny|Na wyłączność|1920|17.04.2024|21.04.2024|morizon-SB01913|81|25|||||Gazowe|||Półotwarta|1||Nie||Własność|||||Bardzo dobry|||||||||
"Kawalerka GOTOWA DO WYNAJMU | 3 minuty od autobusu"|459 999 zł|Gdańsk, |Zakoniczyn, | • 1 pokój|33 m²|1/3|3|1|Tak|Wtórny||2009|10.04.2024|12.04.2024|morizon-388504798|143|25||12.12.2023|Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
3 pokojowy apartament z ogrodem / Gdańsk ul. Lema|899 000 zł|Gdańsk, |Piecki-Migowo, | • 3 pokoje|62,36 m²||7|2||Wtórny||2016|24.02.2024|02.04.2024|morizon-737871|516|25|||Apartamentowiec|Pustak|Co Miejskie||||||||||||||||||||||
Opis nieruchomości|726 283 zł|Gdańsk, |Wrzeszcz, | • 2 pokoje|43,49 m²|1/4|4|||Pierwotny||2025|07.06.2023|05.04.2024|morizon-A.0.03|1 251|25||||||Duet Jaśkowa Dolina|||||||||||||||||||||
Opis nieruchomości|1 098 944 zł|Gdańsk, |Wrzeszcz, | • 4 pokoje|71,36 m²|1/4|4|||Pierwotny||2025|07.06.2023|05.04.2024|morizon-A.0.04|1 002|25||||||Duet Jaśkowa Dolina|||||||||||||||||||||
2 pokoje Po generalnym remoncie Umeblowane Chełm|549 000 zł|Gdańsk, |Chełm, | • 2 pokoje|35 m²|6/10|10|3|Tak|Wtórny||1977|21.02.2024|04.04.2024|morizon-EC111111891293|457|25|||Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
Opis nieruchomości|1 570 868 zł|Gdańsk, |Śródmieście, | • 3 pokoje|71,08 m²|||||Pierwotny||2024|01.03.2024|22.04.2024|morizon-28-28.7|670|146||||||KAMIENNA 28|||||||||||||||||||||
Mieszkanie 4-pokojowe na Morenie w Gdańsku|715 000 zł|Gdańsk, |Piecki-Migowo, | • 4 pokoje|73,40 m²|7/10|10||Tak|Wtórny|Na wyłączność|1980|07.03.2024|06.04.2024|morizon-40|490|25|1|15.04.2024|Blok|Wielka płyta|Miejskie||Dobry|Osobna|1|Nie|Nie||Spółdzielcze-własnościowe||||5,14 m²|Dobry|256 cm|3,20 m²|||||||
Luksusowe mieszkanie/3 pokoje/Zajezdnia Wrzeszcz|1 399 000 zł|Gdańsk, |Wrzeszcz Dolny, | • 3 pokoje|61,21 m²|1/4|4|2|Tak|Wtórny|Na wyłączność|2021|22.04.2024|22.04.2024|morizon-467068|1|25|||||||||||||||||||||||||||
Opis nieruchomości|1 659 043 zł|Gdańsk, |Śródmieście, | • 1 pokój|77,63 m²|||||Pierwotny||2024|01.03.2024|22.04.2024|morizon-28-28.2|479|25||||||KAMIENNA 28|||||||||||||||||||||
Opis nieruchomości|2 193 135 zł|Gdańsk, |Śródmieście, | • 2 pokoje|109,11 m²|||||Pierwotny||2024|01.03.2024|22.04.2024|morizon-28-28.21|486|25||||||KAMIENNA 28|||||||||||||||||||||
Opis nieruchomości|488 998 zł|Gdańsk, |Ujeścisko-Łostowice, | • 2 pokoje|39,17 m²|1/3|3|||Pierwotny||2025|08.03.2024|21.03.2024|morizon-10|356|25||||||Wolne Miasto Etap VII|||||||||||||||||||||
Opis nieruchomości|770 669 zł|Gdańsk, |Ujeścisko-Łostowice, | • 3 pokoje|70,21 m²|1/3|3|||Pierwotny||2025|01.03.2024|21.03.2024|morizon-41|292|25||||||Wolne Miasto Etap VII|||||||||||||||||||||
Opis nieruchomości|771 844 zł|Gdańsk, |Ujeścisko-Łostowice, | • 3 pokoje|68,67 m²|1/3|3|||Pierwotny||2025|01.03.2024|21.03.2024|morizon-54|256|25||||||Wolne Miasto Etap VII|||||||||||||||||||||
Nowoczesne apartamenty w sercu Gdańska|1 207 605 zł|Gdańsk, |Toruńska| • 3 pokoje|65,72 m²|1/5|5|2|Tak|Pierwotny||2024|08.02.2024|01.04.2024|morizon-EC602731|388|25||30.06.2024|Apartamentowiec||Co Miejskie||||||||||||||||||||||
3 pokojowe na Przymorzu ul. Szczecińska|1 280 000 zł|Gdańsk, |Przymorze, | • 3 pokoje|68,21 m²||2|2||Wtórny||2017|22.03.2024|09.04.2024|morizon-841776|238|25|||||||||||Tak||||||||||||||||
Centrum Gdańska - Inwestycja - Podział|1 590 000 zł|Gdańsk, |Śródmieście, | • 4 pokoje|129 m²|2/3|3|||Wtórny|Na wyłączność|1930|19.03.2024|25.03.2024|morizon-NIK957380|267|25|||Kamienica|Cegła|Gazowe||||||||||||||||||||||
Apartament inwestycyjny Śląska 12 z umową najmu|475 820 zł|Gdańsk, |Przymorze, | • 1 pokój|25,72 m²||5||Nie|Wtórny|Na wyłączność|2022|03.02.2024|20.04.2024|morizon-RR02060|523|25|||||C.o. miejskie|||Półotwarta|1|Nie|Nie||Własność|||||Wysoki standard|||||||||
Mieszkanie z całym wyposażeniem|675 000 zł|Gdańsk, |Jasień, | • 3 pokoje|72 m²|1/2|2||Tak|Wtórny||2019|01.02.2024|18.04.2024|morizon-PAN807776|480|25|||Blok Mieszkalny|YTong|Gazowe||||||Nie||||||||||||||||
Ładne i zadbane, 3 pokojowe mieszkanie w Gdańsku|779 000 zł|Gdańsk, |Siedlce, | • 3 pokoje|66 m²|1/10|10|2|Tak|Wtórny||1979|23.02.2024|19.04.2024|morizon-347600|151|25|1||||||||||||||||||||||||||
Mieszkanie 4 pokoje 137 m2 o funkcjonalności domu|1 149 000 zł|Gdańsk, |Osowa, | • 4 pokoje|137 m²|2/2|2|3|Tak|Wtórny|Na wyłączność|2003|09.02.2024|20.04.2024|morizon-DH986357|499|25|||Blok Mieszkalny||Co Własne||||||||||||||||||||||
PERŁA NA RYNKU NIERUCHOMOŚCI|1 990 000 zł|Gdańsk, |Brzeźno, | • 3 pokoje|75,76 m²|1/3|3|||Wtórny||2024|29.03.2024|20.04.2024|morizon-890855|125|25|||Apartamentowiec||Co Miejskie||||||||||||||||||||||
Apartament Premium Brabank Invest Komfort|2 499 000 zł|Gdańsk, |Śródmieście, | • 4 pokoje|95,70 m²|2/6|6|3||Wtórny||2023|13.03.2024|18.04.2024|morizon-EC338785|325|25|||||||||||||||||||||91,80 m²||||||
2 pokoje w cenie 3! Wysoki parter, balkon i do własnej aranżacji! Cisza|599 000 zł|Gdańsk, |Ujeścisko-Łostowice, | • 2 pokoje|55,90 m²||3||Tak|Wtórny|Na wyłączność|2005|29.02.2024|04.04.2024|morizon-2024/GD/KK/W/1|582|25|1|29.02.2024|Blok|Pustak|Miejskie||Bardzo dobry|Osobna|1|Tak|Nie||Własność||||6 m²|Dobry|270 cm|4 m²|||Tak||||
Nowa Cena *Prawdziwe zdjęcia*|1 179 000 zł|Gdańsk, |Letnica, | • 3 pokoje|65,50 m²|13/17|17|2||Wtórny||2021|19.02.2024|08.04.2024|morizon-228121|357|25|||||Co Miejskie||||||||||||||||||||||
"Nowe wykończone 2 pokoje | Perspektywa Eurostyl"|1 300 000 zł|Gdańsk, |Aniołki, | • 3 pokoje|70,15 m²|3/4|4|2|Tak|Wtórny|Na wyłączność|2022|05.09.2023|17.04.2024|morizon-TC866622|1 178|25||05.09.2023|Apartamentowiec|Konstrukcja mieszana|Co Miejskie||||||||||||||||||||||
Inwestycyjny dwupak nad Motławą - widok na rzekę|1 490 000 zł|Gdańsk, |Śródmieście, | • 4 pokoje|82,75 m²|1/5|5|2||Wtórny|Na wyłączność|2021|21.08.2023|22.04.2024|morizon-TC173899146|769|25|||Apartamentowiec|Konstrukcja mieszana|Co Miejskie||||||Tak||||||||||||||||
"Dwupoziomowy loft przy Motławie | pod klucz"|1 499 980 zł|Gdańsk, |Śródmieście, | • 4 pokoje|81,08 m²|5/5|5|3|Tak|Wtórny|Na wyłączność|2021|06.07.2022|22.04.2024|morizon-TC489248920|3 346|25|||Apartamentowiec|Konstrukcja mieszana|Co Miejskie||||||||||||||||||||||
Całe piętro kamienicy na Śródmieściu - 6 pokoi|1 645 000 zł|Gdańsk, |Dolne Miasto, | • 6 pokoi|167,07 m²|2/4|4|||Wtórny|Na wyłączność|1890|07.12.2023|11.04.2024|morizon-22564/2089/OMS|537|25|||KAMIENICA|CEGŁA|C.O. GAZOWE||DO REMONTU|ODDZIELNA|||||WŁASNOŚĆ||||||350 cm||||||||
Apartament 3 pokojowy w Deo Plazie /Piękny Widok|3 456 950 zł|Gdańsk, |Śródmieście, | • 3 pokoje|98,77 m²|2/7|7|2|Tak|Wtórny||2019|05.07.2020|19.04.2024|morizon-TC216939|13 413|25|||Apartamentowiec||Co Miejskie||||||||||||||||91 m²||||||
Apartament inwestycyjny, ostatnie piętro, k/SKM, U|420 641 zł|Gdańsk, |Przymorze, | • 1 pokój|24,89 m²|5/5|5||Nie|Wtórny|Na wyłączność|2022|30.12.2023|20.04.2024|morizon-RR02050|1 288|25|||||C.o. miejskie|||Półotwarta|1|Nie|Nie||Własność|||||Wysoki standard|||||||||
luksusowy apartament blisko morza, z widokiem na zatokę|1 120 000 zł|Gdańsk|| • 3 pokoje|54 m²|15/16|16|2|Tak|Wtórny||2022|09.06.2022|05.04.2024|morizon-2697|2 949|25|||Apartamentowiec|Ceramiczny Porotherm|Miejskie||Idealny|Aneks||Tak|||Własność|PCV||6 m²|||277 cm||||||||
Fitness/Lobby - 10 min do plaży - Słoneczne|659 000 zł|Gdańsk, |Brzeźno, | • 2 pokoje|43 m²|1/5|5||Tak|Pierwotny|Na wyłączność|2023|05.01.2024|19.04.2024|morizon-807579|484|25||22.12.2023|Apartamentowiec|Pustak|Co Miejskie||||||Tak||||||||||||||||
Do wykończenia pod klucz - Morena|880 000 zł|Gdańsk, |Piecki-Migowo| • 3 pokoje|73 m²||3||Tak|Wtórny||2023|09.02.2024|04.04.2024|morizon-2023/PM/512|590|25|1|01.03.2024|Blok|Beton|Miejskie||Do wykończenia|Aneks|2|Tak|Tak||Własność|||||Bardzo dobry|265 cm||||Tak||||
✅ Apartament w centrum Starówki|749 000 zł|Gdańsk, |Stare Miasto, | • 2 pokoje|51,50 m²||5||Nie|Wtórny||2008|22.01.2024|06.04.2024|morizon-1438466|1 588|25|2||Kamienica||Co Miejskie||||||Nie||||||||||||||||
3 pokoje, z ogródkiem, urokliwa, zielona okolica|762 100 zł|Gdańsk, |Kiełpinek, | • 3 pokoje|55,60 m²||3||Nie|Wtórny|Na wyłączność|2023|25.10.2023|11.04.2024|morizon-RR02018|1 961|25|||||C.o. miejskie|||Półotwarta|1|Nie|Tak||Własność|||||Wysoki standard|||||||||
Wyjątkowe mieszkanie z antresolą!Katalogowe wnętrza-zobacz sam|1 299 000 zł|Gdańsk, |Siedlce, | • 4 pokoje|95,16 m²|4/4|4||Nie|Wtórny|Na wyłączność|1950|01.03.2024|12.03.2024|morizon-24/PB/W/4|559|25|1|30.04.2024|Kamienica|Cegła|Gazowe||Bardzo dobry|Otwarta|1|Tak|Nie||Własność|||||Dobry|300 cm|8,70 m²|||||||
Kameralne osiedle I 3 pokoje I Świetna lokalizacja|860 000 zł|Gdańsk, |Karczemki, | • 3 pokoje|100 m²|1/2|2|2|Tak|Wtórny|Na wyłączność|2017|05.12.2023|17.04.2024|morizon-00299301|320|25|2||Dom Wielorodzinny||Gazowe||||||||||||||||81,44 m²||||||
"Apartament pod klucz | Piękny widok na Motławę"|1 560 000 zł|Gdańsk, |Śródmieście, | • 4 pokoje|80,48 m²|1/4|4|3|Tak|Wtórny|Na wyłączność|2021|09.05.2023|22.04.2024|morizon-TC332582|1 069|25|||||||||||||||||||||||||||
Mieszkanie 4 pokoje w Śródmieściu|999 000 zł|Gdańsk, |Śródmieście| • 4 pokoje|101,86 m²|2/3|3|||Wtórny||1900|13.02.2024|01.04.2024|morizon-115334|332|25||13.02.2024|Kamienica||Brak||||||||||||||||||||||
Designerski apartament blisko starówki i Gumed|960 000 zł|Gdańsk, |Śródmieście, | • 2 pokoje|42,25 m²|3/7|7||Tak|Wtórny|Na wyłączność|2022|20.12.2023|19.04.2024|morizon-TC854568|1 066|25|1||||||||||||||||||||||||||
Dwupoziomowy apartament, widok na centrum Gdańska|1 500 000 zł|Gdańsk, |Siedlce| • 6 pokoi|147,80 m²|3/4|4|||Wtórny||1997|18.07.2023|10.03.2024|morizon-39/7067/OMS|707|25|||BLOK||C.O. Z SIECI MIEJSKIEJ||WYSOKI STANDARD||||||||||||||||||||
Dwie niezalezne sypialnie i salon z aneksem kuchennym ze słonecznym balkonem :)|590 000 zł|Gdańsk, |Piecki-Migowo, | • 3 pokoje|49,60 m²|1/3|3||Tak|Wtórny|Na wyłączność|1984|16.04.2024|22.04.2024|morizon-674|73|25|1||Blok||Miejskie||Do odświeżenia|Aneks|2|Nie|||Spółdzielcze-własnościowe z KW|||||Dobry|260 cm||||Tak||||
Mieszkanie Gdańsk Św. Wojciech Lipce ul. Głucha 42,2 m2|419 000 zł|Gdańsk, |Orunia-Św. Wojciech-Lipce, | • 2 pokoje|42,20 m²|4/4|4||Tak|Wtórny|||07.02.2024|08.04.2024|morizon-7522|622|25|||Blok||||Do odświeżenia|Osobna||Tak|Nie||Własność|||||Dobry|||||||||
Sprzedam słoneczne 3 pokojowe mieszkanie, z garderobą, miejscem i piwnicą|700 000 zł|Gdańsk, |Orunia Górna-Gdańsk Południe, | • 3 pokoje|57,46 m²|3/4|4||Tak|Wtórny||2018|14.03.2024|15.04.2024|morizon-1538440364|627|25|5|Lipiec 2024|Blok||Miejskie||Bardzo dobry|Aneks||Tak|Nie||Własność||||||||||Tak||||
Pilnie sprzedamy kawalerkę z oddzielną kuchnią|575 000 zł|Gdańsk, |Stare Miasto, | • 1 pokój|38,50 m²||4|1||Wtórny|Na wyłączność|1960|24.11.2023|01.03.2024|morizon-GOF980253|1 555|25|||Blok Mieszkalny|Cegła|Co Miejskie||||||||||||||||||||||
Słoneczne mieszkanie, 3 pokojowe z ogrodem|620 000 zł|Gdańsk, |Orunia Górna-Gdańsk Południe, | • 3 pokoje|66,77 m²||3||Nie|Pierwotny||2025|11.02.2024|25.03.2024|morizon-63|482|25|1|31.05.2025|Blok|Pustak|Miejskie||Do wykończenia|Aneks|1|Tak|Tak|40 m²|Własność||12 m²|||Rozpoczęta budowa|260 cm|4,50 m²|||Tak||||
Mieszkanie gotowe do wprowadzenia - nie wymaga remontu|620 000 zł|Gdańsk, |Piecki-Migowo| • 2 pokoje|38 m²|1/9|9||Tak|Wtórny|Na wyłączność|2018|12.02.2024|12.03.2024|morizon-2024/S/W/PM/1|778|25|1|04.03.2024|Blok|Pustak|Miejskie||Dobry|Aneks|1|Tak|Nie||Własność|||||Dobry|||||Tak||||
2 małe pokoje na przymorzu! Okazja|450 000 zł|Gdańsk, |Przymorze, | • 2 pokoje|29 m²|3/4|4|1|Tak|Wtórny||1970|09.01.2024|18.04.2024|morizon-660421|1 085|25|1|09.01.2024|Blok Mieszkalny||||||||||||||||||||||||
Mieszkanie Gdańsk Matarnia ul. Kadetów 60,6 m2|650 000 zł|Gdańsk, |Matarnia, | • 3 pokoje|60,60 m²|2/4|4||Tak|Wtórny||1992|02.02.2024|13.02.2024|morizon-56743|381|25|||Blok||Miejskie||Dobry|Osobna|2||||Własność|||||Dobry|||||||||
Idealna inwestycja, trzy niezależne pokoje|699 000 zł|Gdańsk, |Śródmieście, | • 4 pokoje|50 m²||6|3||Wtórny|||31.10.2023|29.11.2023|morizon-181516|1 402|25|||Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
mieszkanie 2 pokojowe Lęborska|750 000 zł|Gdańsk, |Przymorze, | • 2 pokoje|42,70 m²|1/6|6|||Wtórny|||07.04.2024|07.04.2024|morizon-1538585608|174|25||Od zaraz|||||||||||||||||||||||||
Apartament 1000 m od morza, 15 min od Gdańska. Kamerlana inwestycja PURA VIDA|730 000 zł|Gdańsk, |Wyspa Sobieszewska, | • 1 pokój|61 m²|1/1|1||Tak|Pierwotny|Na wyłączność|2023|07.12.2022|15.10.2023|morizon-4|2 810|25|2|31.05.2024|Apartamentowiec|Bloczki|Elektryczne|||Aneks|1|Tak|Nie||Własność||||6 m²|Bardzo dobry|300 cm|3,74 m²|||||||
4 pokoje na Przymorzu, widok na morze|735 000 zł|Gdańsk, |Przymorze, | • 4 pokoje|69,10 m²|12/18|18||Tak|Wtórny|||13.01.2024|19.04.2024|morizon-ML01117|605|25|||||C.o. miejskie|||Osobna|1|Nie|Nie||Spółdzielcze własnościowe||||||||||||||
Gdańsk Stare Miasto 40 m2 dochodowe, 799 000 pln|799 000 zł|Gdańsk, |Śródmieście, | • 2 pokoje|38,75 m²|1/3|3|||Wtórny||1950|27.03.2024|27.03.2024|morizon-1538542295|307|25|1|Czerwiec 2024|Blok|Cegła|Miejskie||Bardzo dobry|Osobna||Tak|||Własność||||||||||Tak||||
Sympatyczne 2 pokojowe Gdańsk Morena|620 000 zł|Gdańsk, |Piecki-Migowo, | • 2 pokoje|48,50 m²|4/4|4|||Wtórny|||14.02.2024|15.03.2024|morizon-1538280571|466|25||Od zaraz|||||||||||||||||||||Tak||||
Mieszkanie 2-pokojowe Gdańsk|416 383 zł|Gdańsk, |Orunia Południe, | • 2 pokoje|38,35 m²|1/3|3|||Pierwotny||2024|31.01.2024|31.03.2024|morizon-736855|572|25|||||||||||||||||||||||||||
Słoneczne 3 pokoje z balkonem - os. Kuchnia|485 000 zł|Gdańsk, |Orunia-Św. Wojciech-Lipce, | • 3 pokoje|52 m²|3/10|10|||Wtórny|||15.04.2024|15.04.2024|morizon-1538645349|57|25||Od zaraz|||||||||||||||||||||Tak||||
Klimatyczne mieszkanie-2 poziomy, 5 pokoi, 4 łazienki!SUPER Gotowiec inwestycyjn|980 000 zł|Gdańsk, |Jasień, | • 5 pokoi|130 m²|4/4|4||Tak|Wtórny|Na wyłączność|1995|21.03.2024|26.03.2024|morizon-593-4|88|21|2||Blok||Miejskie||Do odświeżenia|Osobna|4|Nie|||Spółdzielcze-własnościowe z KW||||8 m²|Bardzo dobry|||||Tak||||
Opis nieruchomości|406 335 zł|Gdańsk, |Łostowice, | • 1 pokój|31,84 m²|||||Pierwotny||2025|27.03.2024|22.04.2024|morizon-B2-B2.42|45|20||||||Quercus|||||||||||||||||||||
