Nazwa|Cena|Miasto|Dzielnica|Pokoje|Pow. całkowita|Piętro|Liczba pięter|Liczba sypialni|Balkon|Rynek|Rodzaj umowy|Rok budowy|Data dodania|Aktualizacja|Numer ogłoszenia|Liczba odsłon|Liczba Punktów Podbić|Liczba poziomów mieszkania|Dostępne od|Typ budynku|Materiał budowlany|Ogrzewanie|Inwestycja|Stan nieruchomości|Typ kuchni|Liczba łazienek|łazienka razem z WC|Taras|Pow. ogródka|Forma własności|Stolarka okienna|Pow. tarasu|Pow. loggii|Pow. balkonu|Stan budynku|Wysokość wnętrza|Pow. łazienki|Pow. użytkowa|Dodatkowe koszty|Cena do negocjacji|Typ nieruchomości|Typ domu|Lokalizacja garażu|Pow. działki
Mieszkanie 2-pok. inwestycja premium/ ŚRÓDMIEŚCIE|1 100 000 zł|Gdańsk M., |Gdańsk, | • 2 pokoje|46 m²|2/4|4|1|Tak|Wtórny||2023|23.01.2024|19.03.2024|morizon-BHN-MS-4146-1|140|0|||Apartamentowiec|||||Aneks kuchenny|1|Tak|||||||||||||||||
Mieszkanie - Gdańsk Ujeścisko|1 122 000 zł|Gdański, |Gdańsk, | • 5 pokoi|124,70 m²|1/4|4||Tak|Wtórny||1999|27.02.2024|04.03.2024|morizon-HL0921|73|0|2||||C.o. miejskie|||Półotwarta|1|Nie|Nie||Spółdzielcze własnościowe|||||Dobry|||||||||
Mieszkanie jak dom z ogrodem! Bez prowizji|1 180 000 zł|Gdańsk, |Osowa, | • 4 pokoje|120,72 m²||3|3||Wtórny|Na wyłączność|2018|30.11.2023|19.03.2024|morizon-Koziorożca S|474|0|||||||||||Tak||||||||||||||||
Gdańsk Morena - 4 pokoje z tarasem, bez prowizji|1 192 805 zł|Gdańsk, |Aleja Pawła Adamowicza| • 4 pokoje|92,97 m²||4|3||Wtórny||2025|19.03.2024|18.03.2024|morizon-HEX934857|44|0|||||||||||||||||||||||||||
Przestronne 2 poziomowe mieszkanie|1 199 000 zł|Gdańsk, |Matarnia, | • 4 pokoje|104 m²|4/4|4||Tak|Wtórny||1994|27.10.2023|19.01.2024|morizon-EC111111784124|158|0|||||||||||||||||||||||||||
Słoneczny apartament w otoczeniu Starego Miasta|1 210 000 zł|Gdańsk, |Śródmieście, | • 3 pokoje|65,09 m²|1/5|5|||Wtórny|Na wyłączność|2019|08.12.2023|24.01.2024|morizon-15268/9376/OMS|204|0|||APARTAMENTOWIEC||C.O. Z SIECI MIEJSKIEJ||WYSOKI STANDARD|ANEKS KUCHENNY|||||WŁASNOŚĆ||||||||||||||
Komfortowy Apartament Najwyższy Standard, Oliwa|1 279 653 zł|Gdańsk, |Oliwa, | • 3 pokoje|64,37 m²||3|2||Pierwotny||2023|07.09.2023|02.02.2024|morizon-334131|147|0|||Apartamentowiec||Co Miejskie||||||Tak||||||||||||||||
Czego chcieć więcej|1 916 219 zł|Gdańsk, |Suchanino| • 4 pokoje|97,25 m²|1/2|2||Tak|Pierwotny||2023|08.10.2023|22.03.2024|morizon-223/9142/OMS|96|0||30.12.2023|NISKI BLOK||C.O. Z SIECI MIEJSKIEJ||DO WYKOŃCZENIA|ANEKS KUCHENNY|2||||||||||||||||||
Sobieszewo I 2 apartamenty I Inwestycja|1 999 999 zł|Gdańsk, |Sobieszewo, | • 6 pokoi|113,31 m²||2|||Wtórny|||20.09.2023|19.04.2024|morizon-HEX317590|183|0|||||||||||||||||||||||||||
PRZESTRONNY DOM W NOWEJ INWESTYCJI|2 085 340 zł|Gdańsk, |Piecki-Migowo, | • 5 pokoi|185,02 m²|1/1|1|||Wtórny|||19.03.2024|17.03.2024|morizon-HEX145465|60|0|||||||||||||||||||||||||||
Kawalerka z możliwością odliczenia podatku VAT|315 000 zł|Gdańsk, |Łostowice, | • 1 pokój|27,13 m²|3/4|4|||Pierwotny|Na wyłączność|2023|26.10.2023|21.02.2024|morizon-HEX843776|335|0||27.10.2023|Blok Mieszkalny|Porotherm|Co Miejskie||||||||||||||||||||||
Komfortowe 2 pokojemw świetnej lokalizacji|425 500 zł|Gdańsk, |Jasień, | • 2 pokoje|33,24 m²|1/4|4|1|Tak|Pierwotny||2024|24.11.2023|07.03.2024|morizon-OF746507|208|0||31.10.2024|||||||||||||||||||||||||
Mieszkanie 2 pokojowe gotowe do odbioru|441 000 zł|Gdańsk, |Ujeścisko, | • 2 pokoje|32,62 m²|1/4|4|1|Tak|Pierwotny||2024|05.04.2024|05.04.2024|morizon-OF678333|45|0|||||||||||||||||||||||||||
Nowe osiedle na południu Gdańska|450 180 zł|Gdańsk, |Orunia Południe| • 2 pokoje|36,90 m²||3|||Pierwotny||2024|06.12.2023|10.03.2024|morizon-DH357696|132|0||30.09.2024|Blok Mieszkalny||Co Miejskie||||||Tak||||||||||||||||
Zainwestuj w komfort i harmonię|476 368 zł|Gdańsk, |Orunia Górna, | • 2 pokoje|42,78 m²|3/4|4|||Pierwotny|||08.02.2024|22.03.2024|morizon-600834|125|0|||Blok Mieszkalny|Konstrukcja mieszana|Co Miejskie||||||||||||||||||||||
Kawalerka na Śródmieściu|497 224 zł|Gdańsk, |Mostek| • 1 pokój|27,32 m²|2/4|4|||Pierwotny|||27.03.2024|25.03.2024|morizon-HEX471330|38|0|||||||||||||||||||||||||||
Najtaniej za m2 na Jasieniu. 2 pokoje + parking|530 000 zł|Gdańsk, |Jasień, | • 2 pokoje|49,40 m²|1/4|4||Tak|Wtórny|Na wyłączność|2012|18.10.2023|29.02.2024|morizon-CEHE841|413|0|||Blok mieszkalny|Mieszana|Ogrzewanie miejskie||Wysoki standard|Kuchnia otwarta z oknem|||||Własność||||||260 cm||||||||
WYPRZEDAŻ! 3 pokoje z klimatycznymi skosami|532 200 zł|Gdańsk, |Zakoniczyn, | • 3 pokoje|48,44 m²|4/4|4||Tak|Wtórny|||07.03.2024|12.04.2024|morizon-HEX589869|154|0|||Blok Mieszkalny|Cegła|Co Miejskie||||||||||||||||||||||
"2 pokoje | Świeżo wykończone | Atrakcyjna cena"|549 000 zł|Gdańsk, |Orunia Południe, | • 2 pokoje|37 m²||3|1||Wtórny||2023|09.01.2024|16.04.2024|morizon-AG613524|224|0|||Blok Mieszkalny||Co Miejskie||||||Tak||||||||||||||||
"Kawalerka w Sercu Gdańska | Zielone Osiedle"|559 999 zł|Gdańsk, |Śródmieście, | • 1 pokój|34,13 m²|1/2|2|1|Tak|Pierwotny||2024|27.02.2024|27.02.2024|morizon-HEX340860|92|0||31.12.2024|Apartamentowiec||Co Miejskie||||||||||||||||||||||
Sprzedam mieszanie dwupokojowe blisko Centrum|560 000 zł|Gdańsk, |Siedlce, | • 2 pokoje|44,57 m²|1/3|3|||Wtórny||1946|11.03.2024|18.04.2024|morizon-gratka-33689359|351|0||||Cegła|||Do remontu|Osobna||Tak|||Własność||||||||||||||
Po remoncie 2 pokoje Gdańsk Śródmieście blisko SKM balkon piwnica winda|569 000 zł|Gdańsk, |Śródmieście| • 2 pokoje|39,50 m²|10/10|10|||Wtórny||1980|02.02.2024|18.04.2024|morizon-524749|240|0||||Płyta|||Bardzo dobry|Oddzielna|1||||Własność||||||||||||||
"1piętro | Blisko centrum miasta"|570 000 zł|Gdańsk, |Długie Ogrody, | • 2 pokoje|40,09 m²|1/4|4|1|Tak|Pierwotny||2024|28.12.2023|28.03.2024|morizon-HEX455481|242|0|1|01.01.2024|Apartamentowiec|Porotherm|||||||||||||||||||||||
Nowa mieszkanie 2pokoje 41m2 Gdańsk Piecki-Migowo|570 174 zł|Gdańsk, |Piecki-Migowo, | • 2 pokoje|41,57 m²|1/4|4||Tak|Pierwotny|||20.03.2024|20.03.2024|morizon-DJ830939|45|0|1||Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
Słoneczne mieszkanie 3 pokojowe na Jasieniu|576 500 zł|Gdańsk, |Jasień, | • 3 pokoje|57,65 m²|3/4|4|2|Tak|Pierwotny||2024|08.03.2024|07.03.2024|morizon-OF184063149|71|0||31.10.2024|||||||||||||||||||||||||
2 pokoje po generalnym remoncie|579 000 zł|Gdańsk, |Nowy Port, | • 2 pokoje|54,55 m²|1/3|3|||Wtórny|Na wyłączność|1920|21.08.2023|20.04.2024|morizon-HEX650261721|574|0|||||||||||||||||||||||||||
Dwupokojowe mieszkanie, świetna lokalizacja|582 756 zł|Gdańsk, |Damroki| • 2 pokoje|41,19 m²|1/4|4|||Pierwotny|||26.03.2024|26.03.2024|morizon-296/7067/OMS|51|0||31.12.2025|||||||||||||||||||||||||
Nowe mieszkanie 2pokoje 44m2 Gdańsk Piecki-Migowo|588 746 zł|Gdańsk, |Piecki-Migowo, | • 2 pokoje|44,32 m²||4|||Pierwotny|||20.03.2024|20.03.2024|morizon-DJ660755|36|0|1||Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
Wyjątkowe mieszkanie, 7 min od plaży|999 000 zł|Gdańsk, |Wrzeszcz Dolny, | • 2 pokoje|48,51 m²||4|||Wtórny||2022|16.01.2024|20.04.2024|morizon-552963|462|0|||Blok Mieszkalny||Co Miejskie||||||Tak||||||||||||||||
Komfortowe 3 pokoje, dostępne od zaraz|591 000 zł|Gdańsk, |Łostowice, | • 3 pokoje|56,61 m²|4/4|4|2|Tak|Pierwotny||2024|20.02.2024|27.03.2024|morizon-743270808|125|0||01.04.2024|Blok Mieszkalny|YTong|||||||||||||||||||||||
Przytulne mieszkanie 2 pok 47 m2 z balkonem|605 000 zł|Gdańsk, |Jasień, | • 2 pokoje|46,60 m²||3|1|Tak|Wtórny||2012|18.01.2024|02.02.2024|morizon-PAN721273|154|0|||Blok Mieszkalny|Pustak|Co Miejskie||||||Nie||||||||||||||||
"3 pokojowe mieszkanie JASIEŃ | balkon | prywatne miejsce postojowe |"|639 000 zł|Gdańsk, |Jasień| • 3 pokoje|52 m²|3/3|3|||Wtórny|||27.02.2024|17.04.2024|morizon-525086|107|0|||||||Bardzo dobry|Aneks kuchenny|1||||Własność||||||||||||||
Nowoczesne i przestrzenne 4 pokoje|681 000 zł|Gdańsk, |Stokłosy| • 4 pokoje|89,13 m²|1/2|2|||Wtórny|||27.03.2024|25.03.2024|morizon-HEX484434|53|0|||||||||||||||||||||||||||
Mieszkanie w trakcie remontu na Piastowskiej|689 000 zł|Gdańsk, |Przymorze, | • 2 pokoje|46 m²|1/9|9|1||Wtórny||1971|22.08.2023|27.03.2024|morizon-R-199209|1 098|0|1|22.08.2023|Falowiec||||||||||||||||||||||||
Nowe osiedle na południu Gdańska|691 425 zł|Gdańsk, |Orunia Południe| • 4 pokoje|65,85 m²|2/3|3|3|Tak|Pierwotny||2024|06.12.2023|10.03.2024|morizon-DH850013|96|0||30.09.2024|Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
Nowe mieszkanie 2pokoje 51m2 Gdańsk Piecki-Migowo|693 765 zł|Gdańsk, |Piecki-Migowo, | • 2 pokoje|51,39 m²|1/4|4||Tak|Pierwotny|||20.03.2024|20.03.2024|morizon-DJ922174|43|0|1||Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
Nowy Apartament Gdańsk Jasień|699 000 zł|Gdańsk, |Jasień| • 2 pokoje|60,76 m²||5|2||Pierwotny||2023|17.04.2024|17.04.2024|morizon-KW.MB17042024|21|0|||||||||1||||||||||||||||||
Wykończone Mieszkanie Gotowe 8minut od śródmieścia|717 500 zł|Gdańsk, |Orunia Górna, | • 3 pokoje|53,50 m²|2/4|4|2|Tak|Pierwotny||2023|07.03.2024|20.03.2024|morizon-515508|73|0|||||||||||||||||||||||||||
4 pokojowe mieszkanie w stanie deweloperskim|719 000 zł|Gdańsk, |Łostowice, | • 4 pokoje|71,90 m²|4/4|4|4|Tak|Wtórny|Na wyłączność|2023|30.09.2023|22.02.2024|morizon-WH191135|493|0|1||Blok Mieszkalny|Konstrukcja mieszana|Co Miejskie||||||||||||||||||||||
OSTATNIE DUŻE M na osiedlu|719 827 zł|Gdańsk, |Łostowice, | • 2 pokoje|68,23 m²|1/3|3|||Pierwotny||2024|27.03.2022|21.01.2024|morizon-TY928552|1 144|0|||Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
Mieszkanie 3 pokojowe w Gdańsku JAsień|721 626 zł|Gdańsk, |Jasień, | • 3 pokoje|72,84 m²|3/3|3|2|Tak|Pierwotny||2026|02.04.2024|02.04.2024|morizon-TC920337|36|0||01.04.2026|||||||||||||||||||||||||
Gdańsk Morena - 3 pokoje z tarasem - bez prowizji|733 269 zł|Gdańsk, |Aleja Pawła Adamowicza| • 3 pokoje|61,05 m²||4|2||Wtórny||2025|18.03.2024|18.03.2024|morizon-HEX325072|40|0|||||||||||||||||||||||||||
3 pokoje z garderobą - od zaraz|752 850 zł|Gdańsk, |Jasień, | • 3 pokoje|63 m²|3/4|4||Tak|Wtórny|Na wyłączność|2021|09.12.2023|02.02.2024|morizon-WE622020|575|0||11.12.2023|Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
Okazja|790 000 zł|Gdańsk, |Morena, | • 2 pokoje|48 m²|6/8|8||Tak|Wtórny||2015|22.02.2024|05.04.2024|morizon-KM08455|134|0|||||C.o. miejskie|||Osobna|1|Nie|Nie||Własność|||||Dobry|||||||||
Mieszkanie na małym rodzinnym osiedlu|799 000 zł|Gdańsk, |Osowa, | • 4 pokoje|88,10 m²|1/1|1|||Wtórny||2005|14.02.2024|11.04.2024|morizon-TY619161|199|0||01.02.2024|Blok Mieszkalny||Gazowe||||||||||||||||75,88 m²||||||
Komfortowe trzypokojowe mieszkanie|799 000 zł|Gdańsk|| • 3 pokoje|65,84 m²|11/11|11|||Wtórny||1986|05.10.2023|22.02.2024|morizon-R-624533|170|0|1|30.11.2023|Wieżowiec||Co Miejskie||||||||||||||||||||||
Przytulne i jasne rozkładowe mieszkanie w centrum|799 000 zł|Gdańsk, |Główne Miasto, | • 3 pokoje|60,40 m²|3/3|3|2||Wtórny|Na wyłączność|1901|11.09.2023|23.02.2024|morizon-HEX716501|398|0|1|01.12.2023|Kamienica|Cegła|Gazowe||||||||||||||||||||||
Komfortowe 2 Pokoje, 17 Piętro z Pięknym Widokiem|807 895 zł|Gdańsk, |Letnica| • 2 pokoje|43,67 m²|17/17|17|1||Pierwotny||2024|17.08.2023|21.03.2024|morizon-291588|123|0|||Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
Apartament Gdańsk Sobieszewo|841 320 zł|Gdańsk|| • 1 pokój|38,24 m²|1/2|2|1|Tak|Pierwotny||2024|23.02.2024|23.02.2024|morizon-DJ909474|68|0|1||Apartamentowiec||Gazowe||||||||||||||||||||||
Nowe Osiedle, Komfortowe Mieszkanie, Morena|865 878 zł|Gdańsk, |Jasień| • 4 pokoje|77,12 m²|1/4|4|3|Tak|Pierwotny||2025|27.09.2023|07.02.2024|morizon-821098|114|0|||Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
Przestronne mieszkanie w spokojnej okolicy|885 000 zł|Gdańsk, |Wrzeszcz Dolny, | • 3 pokoje|86 m²||3|2|Tak|Wtórny|Na wyłączność|1913|13.12.2023|28.03.2024|morizon-HEX248470|471|0|||||||||||||||||||||||||||
Mieszkanie z ogródkiem|894 370 zł|Gdańsk, |Cygańska Góra| • 2 pokoje|45,17 m²||3|1||Pierwotny||2023|07.10.2023|16.04.2024|morizon-Styl774621943|47|0||31.12.2023|Blok Mieszkalny||Co Miejskie||||||Tak||||||||||||||||
"Nowe 4 pokoje | LETNICA | Oferta w przygotowaniu"|899 000 zł|Gdańsk, |Letnica, | • 4 pokoje|85 m²||5||Tak|Wtórny||2023|22.03.2024|22.04.2024|morizon-HEX801282|93|0|||||||||||||||||||||||||||
Jasne, przestronne mieszkanie w dzielnicy Matarnia|950 000 zł|Gdańsk, |Matarnia| • 4 pokoje|79,30 m²||2||Tak|Wtórny||1998|02.04.2024|02.04.2024|morizon-487909|37|0||30.04.2024|Blok Mieszkalny|Pustak|Co Miejskie||||||Tak||||||||||||||||
Apartament Gdańsk Sobieszewo|974 775 zł|Gdańsk|| • 1 pokój|45,79 m²||2|1|Tak|Pierwotny||2024|23.02.2024|23.02.2024|morizon-DJ975372|68|0|1||Apartamentowiec||Gazowe||||||||||||||||||||||
"Mieszkanie w Kamienicy | Garnizon | 97 metrów"|990 000 zł|Gdańsk, |Wrzeszcz, | • 3 pokoje|97 m²|1/2|2|||Wtórny||1910|27.02.2024|17.04.2024|morizon-HEX430852|177|0|||||||||||||||||||||||||||
Przestronny apartament w świetnej lokalizacji|1 058 265 zł|Gdańsk, |Suchanino| • 2 pokoje|54,27 m²|2/2|2|1|Tak|Pierwotny||2023|02.02.2024|02.02.2024|morizon-OF998949|74|0|||||||||||||||||||||||||||
3 POKOJE W CENTRUM WRZESZCZA|1 162 800 zł|Gdańsk, |Wrzeszcz Górny, | • 3 pokoje|68 m²|10/16|16||Tak|Wtórny||2009|13.09.2023|04.04.2024|morizon-PAN826777|964|0|||Apartamentowiec|Konstrukcja mieszana|Co Miejskie||||||Nie||||||||||||||||
Mieszkanie po remoncie 93m2 4pok. Gdańsk Myśliwska|1 250 000 zł|Gdańsk, |Myśliwska| • 4 pokoje|93,40 m²|1/4|4|3|Tak|Wtórny|||12.01.2024|22.04.2024|morizon-DJ879116|210|0|1||Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
Gdańsk- 4 pok. (88,4 mkw.), na ul. Słowackiego|1 290 000 zł|Gdańsk, |Juliusza Słowackiego| • 4 pokoje|88,40 m²|2/8|8|3|Tak|Wtórny||2009|30.08.2023|19.04.2024|morizon-756448|237|0|||||||||||||||||||||||||||
Mieszkanie od Dewelopera, Nowoczesne Osiedle|1 319 940 zł|Gdańsk, |Letnica| • 4 pokoje|73,33 m²|17/17|17|3||Pierwotny||2024|05.10.2023|21.03.2024|morizon-445354|104|0|||Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
Mieszkanie - Gdańsk Śródmieście|1 325 000 zł|Gdański, |Gdańsk, | • 2 pokoje|45 m²|1/5|5||Nie|Wtórny||2022|09.01.2024|18.04.2024|morizon-HL0907|147|0|||||C.o. miejskie|||Brak|1||Nie||Własność|||||Wysoki standard|||||||||
Gdaśńsk, ul. Mariacka - 2 pokoje z potencjałem|1 340 000 zł|Gdańsk, |Stare Miasto, | • 2 pokoje|45,01 m²|2/3|3||Nie|Wtórny||1950|11.02.2024|14.02.2024|morizon-PAN406867|363|0|||Kamienica|Cegła|Co Miejskie||||||Nie||||||||||||||||
Apartament z ogródkiem Gdańsk Jaśkowa Dolina|1 500 000 zł|Gdańsk, |Wrzeszcz Górny, | • 3 pokoje|70,87 m²||2|||Wtórny||2013|09.11.2020|17.11.2023|morizon-TY887499|4 937|0|||Apartamentowiec||Co Miejskie||||||Tak||||||||||||||||
Luksusowe mieszkanie/3 pokoje/Zajezdnia Wrzeszcz|1 399 000 zł|Gdańsk, |Wrzeszcz Dolny, | • 3 pokoje|61,21 m²|1/4|4|2|Tak|Wtórny|Na wyłączność|2021|22.04.2024|22.04.2024|morizon-467068|1|25|||||||||||||||||||||||||||
Mieszkanie w kameralnej inwestycji na Suchaninie|1 916 219 zł|Gdańsk, |Suchanino, | • 5 pokoi|97,25 m²|1/3|3|3|Tak|Pierwotny||2023|20.02.2024|27.03.2024|morizon-136344|76|0||20.02.2024|Dom Wielorodzinny||Co Miejskie||||||||||||||||||||||
Słoneczne mieszkanie przy ul. Stężyckiej|420 000 zł|Gdańsk, |Szadółki, | • 1 pokój|36,40 m²|1/2|2||Tak|Wtórny|Na wyłączność|2012|05.04.2024|04.04.2024|morizon-BH06906|119|0|||||Gazowe|||Osobna|1||Nie||Własność|||||Bardzo dobry|||||||||
Mieszkanie 3 pokojowej w super cenie, na JUŻ|556 227 zł|Gdańsk, |Łostowice, | • 4 pokoje|60,73 m²|2/4|4|3|Tak|Pierwotny||2023|19.01.2024|07.03.2024|morizon-OF395755|83|0|||||||||||||||||||||||||||
Nowe osiedle na południu Gdańska|573 870 zł|Gdańsk, |Orunia Południe| • 3 pokoje|51,70 m²|1/3|3|2|Tak|Pierwotny||2024|06.12.2023|11.03.2024|morizon-DH660553|133|0||30.09.2024|Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
3 pokoje, ustawne - odbiór luty 2025 r|576 500 zł|Gdańsk, |Jasień, | • 3 pokoje|57,65 m²|3/4|4||Tak|Pierwotny||2025|11.03.2024|11.03.2024|morizon-HA015364|23|0|||||C.o. miejskie|||Półotwarta|1||Nie||Własność||||5,34 m²|Deweloperski|||||||||
NOWE, DOBRZE SKOMUNIKOWANE 2 POKOJE|578 169 zł|Gdańsk, |Morena Piecki-Migowo, | • 2 pokoje|41,57 m²|1/5|5|||Wtórny|||19.03.2024|17.03.2024|morizon-HEX683896|109|0|||||||||||||||||||||||||||
3 pokoje, Gdańsk południe|581 500 zł|Gdańsk, |Jasień, | • 3 pokoje|57,65 m²|1/4|4|||Pierwotny|||09.04.2024|09.04.2024|morizon-304965|35|0||31.12.2024|||||||||||||||||||||||||
Idealne do zamieszkania lub pod wynajem|596 000 zł|Gdańsk, |Maćkowy, | • 4 pokoje|57,79 m²|4/4|4|||Pierwotny||2023|01.12.2023|08.02.2024|morizon-8480/8976/OMS|194|0|||NISKI BLOK||C.O. Z SIECI MIEJSKIEJ||DO WYKOŃCZENIA|ANEKS KUCHENNY|||||WŁASNOŚĆ||||||||||||||
Sprzedam 2 pokojowe mieszkanie w Śródmieściu|620 000 zł|Gdańsk, |Śródmieście, | • 2 pokoje|44 m²||2||Nie|Wtórny||1940|23.11.2023|07.03.2024|morizon-PAN509012|376|0||23.11.2023|Kamienica|Cegła|Co Miejskie||||||Nie||||||||||||||||
Ciche i słoneczne mieszkanie blisko morza|635 000 zł|Gdańsk, |Przymorze, | • 2 pokoje|38 m²|3/4|4|||Wtórny||1970|04.01.2024|05.03.2024|morizon-TOXO090|300|0|||Blok mieszkalny|Wielka płyta|Ogrzewanie miejskie||Normalny|Kuchnia otwarta z oknem|||||Własność||||||255 cm||||||||
3 pokoje, Gdańsk południe|665 500 zł|Gdańsk, |Jasień, | • 4 pokoje|68,07 m²|1/4|4|||Pierwotny|||09.04.2024|09.04.2024|morizon-687468|40|0||31.12.2024|||||||||||||||||||||||||
NOWE 2 POKOJE|669 724 zł|Gdańsk, |Morena Piecki-Migowo, | • 2 pokoje|44,08 m²|2/5|5|||Wtórny|||19.03.2024|17.03.2024|morizon-HEX177013|56|0|||||||||||||||||||||||||||
Wykończone 4 pokoje na nowoczesnym osiedlu|670 500 zł|Gdańsk, |Potęgowska| • 3 pokoje|60,86 m²|4/4|4||Tak|Wtórny||2025|05.02.2024|10.04.2024|morizon-HEX345153|140|0|||||||||||||||||||||||||||
Letnica Horizon nowe mieszkania|678 392 zł|Gdańsk, |Letnica, | • 2 pokoje|47,44 m²|1/18|18|1||Pierwotny||2024|15.01.2024|18.04.2024|morizon-Letnica 2 pokoje|51|0|||Blok Mieszkalny||||||||Tak||||||||||||||||
Spółdzielcze własnościowe obok plaży po remoncie|679 000 zł|Gdańsk, |Przymorze, | • 2 pokoje|45 m²|4/4|4||Tak|Wtórny|||28.11.2023|21.04.2024|morizon-HEX796831|352|0|||Blok Mieszkalny||||||||||||||||||||||||
USTAWNE 3 POKOJE W DOBREJ LOKALIZACJI|692 639 zł|Gdańsk, |Morena Piecki-Migowo, | • 3 pokoje|57,63 m²|1/5|5|||Wtórny|||19.03.2024|17.03.2024|morizon-HEX318158|83|0|||||||||||||||||||||||||||
3 pokojowe mieszkanie- Gdańsk Wrzeszcz|695 000 zł|Gdańsk, |Wrzeszcz, | • 3 pokoje|59,65 m²|2/3|3|||Wtórny|Na wyłączność||26.09.2023|03.02.2024|morizon-DH976866|744|0|||Kamienica||Gazowe||||||||||||||||||||||
Słoneczne mieszkanie 3 pokojowe z ogródkiem|699 000 zł|Gdańsk, |Kryształowa| • 3 pokoje|62,12 m²||4|2||Wtórny|Na wyłączność|2017|13.11.2023|19.02.2024|morizon-OF928162|236|0|||||||||||||||||||||||||||
Opis nieruchomości|717 300 zł|Gdańsk, |Śródmieście, | • 1 pokój|31,92 m²|2/4|4|||Wtórny||1911|18.10.2023|22.11.2023|morizon-PH847705|101|0|||||Co Miejskie||||||||||||||||||||||
Lukratywna inwestycja w prestiżowej lokalizacji|719 000 zł|Gdańsk, |Śródmieście, | • 2 pokoje|35,70 m²||4|||Wtórny|Na wyłączność|2020|01.09.2023|09.11.2023|morizon-TY879267|432|0|||Apartamentowiec||Co Miejskie||||||||||||||||||||||
Nietuzinkowe mieszkanie 10 min od centrum Gdańska|729 000 zł|Gdańsk, |Ujeścisko, | • 2 pokoje|58 m²|4/4|4|||Wtórny|Na wyłączność|2022|26.12.2023|17.04.2024|morizon-158001|442|0|||||||||||||||||||||||||||
NOWE 3 POKOJE Z OGRÓDKIEM|733 269 zł|Gdańsk, |Morena Piecki-Migowo, | • 3 pokoje|61,05 m²||5|||Wtórny|||19.03.2024|17.03.2024|morizon-HEX115004|106|0|||||||||||||||||||||||||||
Słoneczne 2 pokoje z dużym tarasem na Brzeźnie|844 250 zł|Gdańsk, |Brzeźno| • 2 pokoje|33,77 m²|1/3|3|1||Pierwotny||2024|11.03.2024|11.03.2024|morizon-OF221016|88|0||31.12.2024|||||||||Tak||||||||||||||||
3 pokoje-76m2 - 2balkony-miejsce naziemne+KL|865 000 zł|Gdańsk, |Morena, | • 3 pokoje|76,10 m²|1/5|5|2|Tak|Wtórny||2009|21.06.2023|15.04.2024|morizon-HEX422958|620|0|||||||||||||||||||||||||||
Inwestycja z Balkonem, Gdańsk Jasień|869 941 zł|Gdańsk, |Morena Piecki-Migowo| • 3 pokoje|72,10 m²|1/5|5|2|Tak|Pierwotny||2024|17.07.2023|17.04.2024|morizon-183173|140|0|||Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
Apartament z Tarasem Najwyższy Standard, Oliwa|887 959 zł|Gdańsk, |Oliwa, | • 2 pokoje|42,49 m²||3|1||Pierwotny||2023|07.09.2023|01.02.2024|morizon-451043|128|0|||Apartamentowiec||Co Miejskie||||||Tak||||||||||||||||
Zielone płuca Gdańska|976 000 zł|Gdańsk, |Oliwa, | • 2 pokoje|43,73 m²|1/3|3|1||Wtórny||2023|08.12.2023|11.03.2024|morizon-650589|195|0|||||||||||Tak||||||||||||||||
Wysoki standard w stylu modern classic - Chełm|990 000 zł|Gdańsk, |Chełm, | • 4 pokoje|76,80 m²||3||Tak|Wtórny||1995|11.11.2023|18.03.2024|morizon-BU566901|361|0|||Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
Gotowe do odbioru mieszkanie w centrum Gdańska|999 000 zł|Gdańsk, |Śródmieście, | • 3 pokoje|60,81 m²|5/7|7|||Pierwotny|Na wyłączność|2024|31.01.2024|19.04.2024|morizon-HEX144464|153|0||01.02.2024|||||||||||||||||||||||||
2-pokojowy apartament w prestiżowej lokalizacji Gdańska|1 090 500 zł|Gdańsk, |Oliwa, | • 2 pokoje|47,50 m²|1/3|3||Tak|Pierwotny||2024|30.01.2024|25.03.2024|morizon-61|73|0|1|30.04.2024|Blok|Zróżnicowany|Miejskie||Do wykończenia|Aneks|1|Tak|||Własność||||5,79 m²|Bardzo dobry|260 cm|4,45 m²|||||||
Villa Jaśkowa - 3 pokoje blisko lasu|1 100 000 zł|Gdańsk, |Jaśkowa Dolina| • 3 pokoje|55 m²|1/4|4|2|Tak|Wtórny||2023|01.12.2023|19.04.2024|morizon-508497|169|0|||||||||||||||||||||||||||
4 USTAWNE POKOJE Z OGRODEM|1 192 805 zł|Gdańsk, |Morena Piecki-Migowo, | • 4 pokoje|92,97 m²||5|||Wtórny|||19.03.2024|17.03.2024|morizon-HEX140854|80|0|||||||||||||||||||||||||||
