,Unnamed: 0,Nazwa,Cena,Miasto,Dzielnica_N,Dzielnica_Oryg,Pokoje,Stan nieruchomości,Pow. całkowita,Wysokość wnętrza,Piętro,Liczba pięter,Liczba sypialni,Typ kuchni,łazienka razem z WC,Balkon,Stolarka okienna,Depozyt za wynajem,Dodatkowe koszty,Rynek,Forma własności,Rodzaj umowy,Typ budynku,Data dodania,Aktualizacja,Numer ogłoszenia,Liczba odsłon,Liczba Punktów Podbić,Liczba łazienek,Pow. balkonu,Taras,Pow. loggii,Rok budowy,Stan budynku,Ogrzewanie,Dostępne od,Materiał budowlany,Liczba poziomów mieszkania,Pow. łazienki,Pow. tarasu,Pow. ogródka,Pow. użytkowa,Cena do negocjacji,Typ oferty,Inwestycja,Typ nieruchomości,Typ domu,Lokalizacja garażu,Pow. działki
2051,2051,Luksusowe mieszkanie z widokiem na Gdańsk,999 000 zł,Gdańsk,Ujeścisko-Łostowice,"Łostowice, ", • 4 pokoje,Wysoki standard,90 m²,,6,8,,Aneks kuchenny,,Tak,,,,Wtórny,Własność,Na wyłączność,Blok mieszkalny,07.03.2024,20.04.2024,morizon-BUXU911,103,0,,,,,2016.0,,Ogrzewanie miejskie,,Silikat,,,,,,,Sprzedaży,,,,,
2052,2052,2 pok. Po Kapitalnym Remoncie Stare Miasto Gdańsk,1 085 000 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 2 pokoje,,"43,20 m²",,1,4,,,,,,,,Wtórny,WŁASNOŚĆ,,KAMIENICA,18.04.2024,18.04.2024,morizon-2684/13290/OMS,18,0,1.0,,,,1900.0,,C.O. GAZOWE,,BETON,,,,,,,Sprzedaży,,,,,
2053,2053,"Apartament z widokiem na Motławę, ostatnie piętro",1 089 000 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 3 pokoje,,53 m²,,2,4,,,,Tak,,,,Pierwotny,,Na wyłączność,Apartamentowiec,01.03.2024,19.04.2024,morizon-198138,184,0,,,Tak,,2023.0,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
2054,2054,Doskonałe dla rodziny! Świetna lokalizacja,1 090 000 zł,Gdańsk,Aniołki,"Aniołki, ", • 4 pokoje,WYSOKI STANDARD,"100,10 m²",,1,4,,,,Tak,,,,Wtórny,WŁASNOŚĆ,Na wyłączność,NISKI BLOK,30.03.2024,03.04.2024,morizon-237/4070/OMS,182,0,,,,,2001.0,,C.O. Z SIECI MIEJSKIEJ,,,,,,,,,Sprzedaży,,,,,
2055,2055,PREMIUM /3 POKOJE DUŻY OGRÓD/ OLIWA,1 281 149 zł,Gdańsk,Oliwa,"Gdańsk, ", • 2 pokoje,Deweloperski,"64,20 m²",,16,17,1.0,,,,"PCV 3 szyby, ciepły montaż",,,Pierwotny,,,Apartamentowiec,11.03.2024,16.04.2024,morizon-BHN-MS-4127,54,0,,,Tak,,2024.0,,,,,,,,,,,Sprzedaży,,,,,
2056,2056,klimatyczne 3 pokoje z balkonem przy Ołowiance,1 386 000 zł,Gdańsk,Śródmieście,Śródmieście, • 3 pokoje,,77 m²,,1,4,2.0,,,Tak,,,,Wtórny,,Na wyłączność,Kamienica,06.03.2024,17.04.2024,morizon-WH537651242,481,0,,,,,1921.0,,Gazowe,,Cegła,1.0,,,,,,Sprzedaży,,,,,
2057,2057,Duże mieszkanie ALFA PARK IV,1 405 055 zł,Gdańsk,Piecki-Migowo,"Piecki-Migowo, ", • 3 pokoje,,"85,16 m²",,3,4,2.0,,,,,,,Wtórny,,,,11.03.2024,26.03.2024,morizon-S478070,136,0,,,Tak,,2021.0,,,,,1.0,,,,,,Sprzedaży,,,,,
2058,2058,Opis nieruchomości,1 409 443 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 1 pokój,,"62,09 m²",,4,4,,,,,,,,Pierwotny,,,,01.03.2024,22.04.2024,morizon-28-28.9,325,0,,,,,2024.0,,,,,,,,,,,Sprzedaży,KAMIENNA 28,,,,
2059,2059,5min do plaży! Wys. Standard! W trakcie wykończ,1 450 000 zł,Gdańsk,Brzeźno,"Brzeźno, ", • 3 pokoje,,65 m²,,1,17,2.0,,,,,,,Wtórny,,,,11.03.2024,08.04.2024,morizon-326053,84,0,,,,,2023.0,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
2060,2060,Opis nieruchomości,Zarezerwowano,Gdańsk,Śródmieście,"Śródmieście, ", • 2 pokoje,,"64,90 m²",,1,2,,,,,,,,Pierwotny,,,,18.04.2024,22.04.2024,morizon-28-28.8,21,0,,,,,2024.0,,,,,,,,,,,Sprzedaży,KAMIENNA 28,,,,
2061,2061,Apartament z widokiem na morze z 2 msc. park,1 545 000 zł,Gdańsk,Przymorze,"Przymorze, ", • 5 pokoi,,"92,30 m²",,1,2,3.0,,,Nie,,,,Wtórny,,,Apartamentowiec,29.02.2024,18.04.2024,morizon-DH265064,184,0,,,,,2010.0,,Co Miejskie,13.11.2023,,,,,,,,Sprzedaży,,,,,
2062,2062,Opis nieruchomości,1 698 606 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 3 pokoje,,"76,86 m²",,12,17,,,,,,,,Pierwotny,,,,01.03.2024,22.04.2024,morizon-28-28.28,30,0,,,,,2024.0,,,,,,,,,,,Sprzedaży,KAMIENNA 28,,,,
2063,2063,Unikatowa inwestycja/szybkie wydanie,1 725 493 zł,Gdańsk,Oliwa,"Oliwa, ", • 4 pokoje,,"77,39 m²",,1,4,3.0,,,,,,,Pierwotny,,,,16.04.2024,16.04.2024,morizon-674847,27,0,,,,,2024.0,,,,,,,,,,,Sprzedaży,,,,,
2064,2064,Opis nieruchomości,1 928 819 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 2 pokoje,,"84,97 m²",,3,4,,,,,,,,Pierwotny,,,,01.03.2024,22.04.2024,morizon-28-28.33,28,0,,,,,2024.0,,,,,,,,,,,Sprzedaży,KAMIENNA 28,,,,
2065,2065,Opis nieruchomości,Zarezerwowano,Gdańsk,Śródmieście,"Śródmieście, ", • 1 pokój,,"89,59 m²",,1,4,,,,,,,,Pierwotny,,,,01.03.2024,22.04.2024,morizon-28-28.4,40,0,,,,,2024.0,,,,,,,,,,,Sprzedaży,KAMIENNA 28,,,,
2066,2066,Apartament inwestycyjny przy plaży w Jelitkowie,1 999 000 zł,Gdańsk,Jelitkowo,"Jelitkowo, ", • 2 pokoje,,50 m²,,1,4,,,,,,,,Wtórny,,,Apartamentowiec,05.02.2024,15.03.2024,morizon-618378,296,0,,,Tak,,,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
2067,2067,Opis nieruchomości,2 063 832 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 1 pokój,,"91,32 m²",,2,2,,,,,,,,Pierwotny,,,,01.03.2024,22.04.2024,morizon-28-28.5,24,0,,,,,2024.0,,,,,,,,,,,Sprzedaży,KAMIENNA 28,,,,
2068,2068,Opis nieruchomości,2 073 218 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 3 pokoje,,"95,54 m²",,6,6,,,,,,,,Pierwotny,,,,01.03.2024,22.04.2024,morizon-28-28.22,29,0,,,,,2024.0,,,,,,,,,,,Sprzedaży,KAMIENNA 28,,,,
2069,2069,Opis nieruchomości,2 130 440 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 3 pokoje,,"96,40 m²",,1,4,,,,,,,,Pierwotny,,,,01.03.2024,22.04.2024,morizon-28-28.26,30,0,,,,,2024.0,,,,,,,,,,,Sprzedaży,KAMIENNA 28,,,,
2070,2070,GOTOWE słoneczne mieszkanie z ogródkiem i hala,379 900 zł,Gdańsk,Orunia,"Orunia Górna, ", • 2 pokoje,,"35,55 m²",,1,1,,,,,,,,Wtórny,,,,27.03.2024,12.04.2024,morizon-HEX995008,318,0,,,Tak,,2023.0,,,,,,,,,,,Sprzedaży,,,,,
2071,2071,"Przytulna kawalerka, z osobną kuchnią",407 000 zł,Gdańsk,Osowa,"Osowa, ", • 1 pokój,Bardzo dobry,"33,90 m²",260 cm,2,2,,Osobna,Tak,,,,,Wtórny,Własność,,Blok,16.04.2024,16.04.2024,morizon-73,39,0,1.0,,,,2000.0,Bardzo dobry,,,Zróżnicowany,1.0,4 m²,,40 m²,,Tak,Sprzedaży,,,,,
2072,2072,Dwupokojowe mieszkanie w sercu Nowego Portu,409 000 zł,Gdańsk,Nowy Port,"Nowy Port, ", • 2 pokoje,Do remontu,37 m²,350 cm,1,2,,Kuchnia zamykana z oknem,,,,,,Wtórny,Własność,Na wyłączność,Kamienica,04.03.2024,22.04.2024,morizon-PODA360,390,0,,,,,1905.0,,Ogrzewanie na gaz miejski,,Cegła,,,,,,,Sprzedaży,,,,,
2073,2073,2 POKOJE + KUCHNIA + BALKON,450 000 zł,Gdańsk,Przymorze,"Przymorze, ", • 2 pokoje,,29 m²,,1,4,,,,Tak,,,,Wtórny,,,Blok Mieszkalny,09.03.2024,18.04.2024,morizon-PAN807477,332,0,,,Nie,,1975.0,,Co Miejskie,,Wielka płyta,,,,,,,Sprzedaży,,,,,
2074,2074,Gdańsk Przymorze! Komfortowe 2 pokoje,450 000 zł,Gdańsk,Przymorze,"Przymorze, ", • 2 pokoje,,29 m²,,9,10,1.0,,,Tak,,,,Wtórny,,,Blok Mieszkalny,04.03.2024,16.04.2024,morizon-DH659550,182,0,,,,,1980.0,,Co Miejskie,01.03.2024,Cegła,,,,,,,Sprzedaży,,,,,
2075,2075,Opis nieruchomości,457 191 zł,Gdańsk,Orunia,"Orunia, ", • 2 pokoje,,"37,17 m²",,1,4,,,,Tak,,,,Wtórny,,,Blok Mieszkalny,20.03.2024,20.03.2024,morizon-PH189604,54,0,,,,,2024.0,,Co Miejskie,,YTong,,,,,,,Sprzedaży,,,,,
2076,2076,Opis nieruchomości,460 875 zł,Gdańsk,Orunia,"Orunia Południe, ", • 2 pokoje,,"36,87 m²",,1,4,,,,Tak,,,,Wtórny,,,Blok Mieszkalny,20.03.2024,20.03.2024,morizon-PH958589,51,0,,,,,2024.0,,Co Miejskie,,YTong,,,,,,,Sprzedaży,,,,,
2077,2077,Opis nieruchomości,476 256 zł,Gdańsk,Orunia,"Orunia, ", • 2 pokoje,,"39,36 m²",,1,3,,,,Tak,,,,Wtórny,,,Blok Mieszkalny,20.03.2024,20.03.2024,morizon-PH381117,68,0,,,,,2024.0,,Co Miejskie,,YTong,,,,,,,Sprzedaży,,,,,
2078,2078,Gotowa inwestycja - blisko morza,479 000 zł,Gdańsk,Żabianka,"Żabianka, ", • 2 pokoje,,"30,90 m²",,1,4,1.0,,,,,,,Wtórny,,Na wyłączność,Blok Mieszkalny,27.03.2024,14.04.2024,morizon-OE920533,288,0,,,,,1975.0,,Co Miejskie,15.03.2024,Wielka płyta,,,,,,,Sprzedaży,,,,,
2079,2079,Opis nieruchomości,492 712 zł,Gdańsk,Orunia,"Orunia, ", • 2 pokoje,,"40,72 m²",,1,5,,,,Tak,,,,Wtórny,,,Blok Mieszkalny,19.03.2024,19.03.2024,morizon-PH477134,59,0,,,,,2024.0,,Co Miejskie,,YTong,,,,,,,Sprzedaży,,,,,
2080,2080,Opis nieruchomości,497 880 zł,Gdańsk,Orunia,"Orunia Południe, ", • 2 pokoje,,"41,49 m²",,2,3,,,,,,,,Wtórny,,,Blok Mieszkalny,19.03.2024,19.03.2024,morizon-PH354646,55,0,,,,,2024.0,,Co Miejskie,,YTong,,,,,,,Sprzedaży,,,,,
2081,2081,Opis nieruchomości,498 372 zł,Gdańsk,Orunia,"Orunia, ", • 2 pokoje,,"41,88 m²",,10,10,,,,Tak,,,,Wtórny,,,Blok Mieszkalny,19.03.2024,19.03.2024,morizon-PH447677,62,0,,,,,2024.0,,Co Miejskie,,YTong,,,,,,,Sprzedaży,,,,,
2082,2082,Opis nieruchomości,501 120 zł,Gdańsk,Orunia,"Orunia, ", • 2 pokoje,,"41,76 m²",,1,3,,,,Tak,,,,Wtórny,,,Blok Mieszkalny,19.03.2024,19.03.2024,morizon-PH342970,59,0,,,,,2024.0,,Co Miejskie,,YTong,,,,,,,Sprzedaży,,,,,
2083,2083,2 Pokoje Wykończony Lokal i Dobra Lokalizacja,520 000 zł,Gdańsk,Orunia,"Orunia Górna, ", • 2 pokoje,,"36,90 m²",,4,8,,,,Tak,,,,Wtórny,,,,11.04.2024,11.04.2024,morizon-PH747360,56,0,,,,,1990.0,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
2084,2084,Nowoczesne Mieszkanie 2 Pokoje na Osiedlu NOVELO,520 000 zł,Gdańsk,Orunia,"Maćkowy, ", • 2 pokoje,,"36,50 m²",,1,4,1.0,,,Tak,,,,Pierwotny,,,Blok Mieszkalny,09.04.2024,17.04.2024,morizon-PAN213049,55,0,,,Nie,,2023.0,,Co Miejskie,08.04.2024,Pustak,,,,,,,Sprzedaży,,,,,
2085,2085,Mieszkanie Orunia Perłowa 52m 2-3 pokoje Piękne OKAZJA,549 000 zł,Gdańsk,Orunia,Perłowa, • 2 pokoje,,52 m²,,4,4,,Aneks,Tak,Tak,,,,Wtórny,,,,05.04.2024,11.04.2024,morizon-gratka-34199901,112,0,,,,,,,,,,,,,,,,Sprzedaży,,,,,
2086,2086,Mieszkanie w idealnej lokalizacji,549 000 zł,Gdańsk,Przymorze,"Przymorze, ", • 2 pokoje,,48 m²,,1,3,,,,Tak,,,,Wtórny,,,Blok Mieszkalny,27.03.2024,27.03.2024,morizon-235594,321,0,,,,,,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
2087,2087,Przytulne 2 pokoje na Jasieniu,549 000 zł,Gdańsk,Jasień,"Jasień, ", • 2 pokoje,,"41,08 m²",,3,3,1.0,,,,,,,Wtórny,,,Apartamentowiec,08.03.2024,10.04.2024,morizon-TC702734,400,0,,,,,2020.0,,Co Miejskie,26.02.2024,,1.0,,,,,,Sprzedaży,,,,,
2088,2088,Apartament przy starodrzewie. Sauny i relaks. Bez PCC,559 000 zł,Gdańsk,Wyspa Sobieszewska,"Wyspa Sobieszewska, ", • 2 pokoje,Do wykończenia,36 m²,270 cm,3,4,,Aneks,Tak,Tak,,,,Wtórny,Własność,Na wyłączność,Apartamentowiec,07.04.2024,10.04.2024,morizon-296,79,0,1.0,3 m²,Nie,,2023.0,Bardzo dobry,Gazowe,11.04.2024,Zróżnicowany,1.0,,,,,,Sprzedaży,,,,,
2089,2089,2 pokoje z dużą komórką i miejscem naziemnym,570 000 zł,Gdańsk,Jasień,"Jasień, ", • 2 pokoje,WYSOKI STANDARD,"43,03 m²",,1,3,,ANEKS KUCHENNY,,Tak,,,,Wtórny,WŁASNOŚĆ,,NISKI BLOK,12.04.2024,22.04.2024,morizon-2498/13290/OMS,49,0,1.0,,,,2018.0,,C.O. Z SIECI MIEJSKIEJ,,,,,,,,,Sprzedaży,,,,,
2090,2090,Opis nieruchomości,575 244 zł,Gdańsk,Orunia,"Orunia, ", • 2 pokoje,,"49,59 m²",,1,3,,,,Tak,,,,Wtórny,,,Blok Mieszkalny,19.03.2024,19.03.2024,morizon-PH843560,50,0,,,,,2024.0,,Co Miejskie,,YTong,,,,,,,Sprzedaży,,,,,
2091,2091,"2 pokoje, Niska zabudowa, Zielona okolica",599 000 zł,Gdańsk,Ujeścisko-Łostowice,"Ujeścisko, ", • 2 pokoje,,40 m²,,4,4,1.0,,,Tak,,,,Wtórny,,,Blok Mieszkalny,22.03.2024,21.04.2024,morizon-508274,65,0,,,,,2019.0,,Co Miejskie,01.04.2024,,,,,,,,Sprzedaży,,,,,
2092,2092,Opis nieruchomości,599 465 zł,Gdańsk,Orunia,"Orunia, ", • 3 pokoje,,"53,05 m²",,2,3,,,,Tak,,,,Wtórny,,,Blok Mieszkalny,19.03.2024,19.03.2024,morizon-PH131436,52,0,,,,,2024.0,,Co Miejskie,,YTong,,,,,,,Sprzedaży,,,,,
2093,2093,Opis nieruchomości,606 480 zł,Gdańsk,Orunia,"Orunia, ", • 3 pokoje,,"53,20 m²",,1,4,,,,Tak,,,,Wtórny,,,Blok Mieszkalny,20.03.2024,20.03.2024,morizon-PH732864,51,0,,,,,2024.0,,Co Miejskie,,YTong,,,,,,,Sprzedaży,,,,,
2094,2094,Opis nieruchomości,616 605 zł,Gdańsk,Orunia,"Orunia, ", • 4 pokoje,,"55,55 m²",,2,4,,,,Tak,,,,Wtórny,,,Blok Mieszkalny,20.03.2024,20.03.2024,morizon-PH713108,53,0,,,,,2024.0,,Co Miejskie,,YTong,,,,,,,Sprzedaży,,,,,
2095,2095,3 pokojowe mieszkanie ! Jasień,620 000 zł,Gdańsk,Jasień,"Jasień, ", • 3 pokoje,WYSOKI STANDARD,"57,12 m²",,3,8,,OTWARTA,,Tak,,,,Wtórny,,,NISKI BLOK,14.03.2024,09.04.2024,morizon-29133/3685/OMS,289,0,1.0,,,,2020.0,,C.O. Z SIECI MIEJSKIEJ,,PUSTAK,,,,,,,Sprzedaży,,,,,
2096,2096,"Super widok,Miejsce w hali,Komórka - Od zaraz",625 000 zł,Gdańsk,Letnica,"Letnica, ", • 1 pokój,,31 m²,,3,3,,,,Tak,,,,Pierwotny,,Na wyłączność,Apartamentowiec,21.04.2024,21.04.2024,morizon-970462,1,0,,,,,2023.0,,Co Miejskie,22.03.2024,,,,,,,,Sprzedaży,,,,,
2097,2097,Przytulne mieszkanie w kameralnej okolicy :),625 000 zł,Gdańsk,Wrzeszcz,"Wrzeszcz, ", • 2 pokoje,,42 m²,,3,3,,Aneks,Tak,,,,,Wtórny,,,Kamienica,23.02.2024,08.04.2024,morizon-gratka-33466775,259,0,,,,,,,,,Cegła,,,,,,,Sprzedaży,,,,,
2098,2098,Opis nieruchomości,645 607 zł,Gdańsk,Orunia,"Orunia, ", • 4 pokoje,,"59,23 m²",,8,12,,,,Tak,,,,Wtórny,,,Blok Mieszkalny,20.03.2024,20.03.2024,morizon-PH451496,60,0,,,,,2024.0,,Co Miejskie,,YTong,,,,,,,Sprzedaży,,,,,
2099,2099,3 pokoje z dużym balkonem,650 000 zł,Gdańsk,Orunia,"Maćkowy, ", • 3 pokoje,,"54,51 m²",,1,4,,,,Tak,,,,Wtórny,,,Blok Mieszkalny,05.04.2024,09.04.2024,morizon-PAN224134,36,0,,,Nie,,2023.0,,Co Miejskie,,Pustak,,,,,,,Sprzedaży,,,,,
2100,2100,Słoneczne 3 pokojowe mieszkanie- Jasień,675 000 zł,Gdańsk,Jasień,"Jasień, ", • 3 pokoje,,"57,25 m²",,7,8,,,,,,,,Wtórny,,Na wyłączność,Blok Mieszkalny,01.03.2024,15.04.2024,morizon-TY773662,222,0,,,,,2020.0,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
2101,2101,Gdańsk Brzeźno Dworska 22 pas nadmorski,687 000 zł,Gdańsk,Brzeźno,"Brzeźno, ", • 3 pokoje,DOBRY,52 m²,240 cm,1,3,,OKNO NA POKÓJ,,,,,,Wtórny,WŁASNOŚĆ,Na wyłączność,NISKI BLOK,21.02.2024,18.04.2024,morizon-28861/3685/OMS,231,0,1.0,,,,1964.0,,C.O. Z SIECI MIEJSKIEJ,30.04.2024,WIELKA PŁYTA,,,,,,,Sprzedaży,,,,,
2102,2102,200 metrów od plaży/ Przymorze,689 000 zł,Gdańsk,Przymorze,"Przymorze, ", • 2 pokoje,,46 m²,,1,4,1.0,,,,,,,Wtórny,,,Falowiec,14.04.2024,14.04.2024,morizon-435263,49,0,,,,,1975.0,,Co Miejskie,14.04.2024,,1.0,,,,,,Sprzedaży,,,,,
2103,2103,3 pokojowe mieszkanie z ogrodem i dużą komórką,699 000 zł,Gdańsk,Orunia,"Orunia Górna, ", • 3 pokoje,,"67,70 m²",,2,3,,,,Tak,,,,Wtórny,,,Blok Mieszkalny,23.02.2024,15.04.2024,morizon-PAN967970,206,0,,,Tak,,2008.0,,Co Własne,,Pustak,,,,,,,Sprzedaży,,,,,
2104,2104,Jasne 3 pokoje z garderobą na Jasieniu,699 000 zł,Gdańsk,Jasień,"Jasień, ", • 3 pokoje,,"64,30 m²",,1,3,,,,Tak,,,,Wtórny,,Na wyłączność,Blok Mieszkalny,05.01.2024,06.03.2024,morizon-TY201384,253,0,,,,,2017.0,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
2105,2105,Opis nieruchomości,719 000 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 1 pokój,,28 m²,,1,4,,,,,,,,Wtórny,,,,22.04.2024,22.04.2024,morizon-HEX706547,1,0,,,,,2021.0,,,,,,,,,,,Sprzedaży,,,,,
2106,2106,"Wyspa Spichrzów- gotowa kawalerka, widok na rzekę",766 000 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 1 pokój,,"22,62 m²",,2,3,,,,,,,,Wtórny,,Na wyłączność,Apartamentowiec,20.02.2024,19.04.2024,morizon-DH509134,256,0,,,,,2019.0,,Co Miejskie,09.10.2023,,,,,,,,Sprzedaży,,,,,
2107,2107,Opis nieruchomości,773 430 zł,Gdańsk,Orunia,"Orunia, ", • 4 pokoje,,"73,66 m²",,1,3,,,,Tak,,,,Wtórny,,,Blok Mieszkalny,20.03.2024,20.03.2024,morizon-PH135992,53,0,,,,,2024.0,,Co Miejskie,,YTong,,,,,,,Sprzedaży,,,,,
2108,2108,Opis nieruchomości,785 354 zł,Gdańsk,Orunia,"Orunia, ", • 4 pokoje,,"74,09 m²",,2,3,,,,Tak,,,,Wtórny,,,Blok Mieszkalny,19.03.2024,19.03.2024,morizon-PH746367,47,0,,,,,2024.0,,Co Miejskie,,YTong,,,,,,,Sprzedaży,,,,,
2109,2109,Okazja,790 000 zł,Gdańsk,Piecki-Migowo,"Morena, ", • 2 pokoje,,48 m²,,1,4,,Osobna,Nie,Tak,,,,Wtórny,Własność,,,15.04.2024,15.04.2024,morizon-KM08470,23,0,1.0,,Nie,,2015.0,Dobry,C.o. miejskie,,,,,,,,,Sprzedaży,,,,,
2110,2110,3 POKOJE || 5 MINUT DO ŚRÓDMIEŚCIA || DO WEJŚCIA,799 000 zł,Gdańsk,Śródmieście,"Dolne Miasto, ", • 3 pokoje,DOBRY,"50,16 m²",300 cm,5,6,,,,,,,,Wtórny,WŁASNOŚĆ,Na wyłączność,KAMIENICA,26.03.2024,22.04.2024,morizon-9175/8976/OMS,61,0,1.0,,,,1919.0,,C.O. GAZOWE,,,,,,,,,Sprzedaży,,,,,
2111,2111,Mieszkanie 3 pok.Gdańsk Śródmieście ul.Rajska,799 000 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 3 pokoje,Do remontu,"56,70 m²",,1,3,,Osobna,Nie,Nie,,,,Wtórny,Własność,,Blok,21.03.2024,07.04.2024,morizon-116,62,0,2.0,,Nie,,1956.0,Bardzo dobry,Miejskie,,,1.0,,,,,,Sprzedaży,,,,,
2112,2112,Przestronne trzy pokoje na Gdańskim Przymorzu,820 000 zł,Gdańsk,Przymorze,"Przymorze, ", • 3 pokoje,,"59,80 m²",,3,3,,,,,,,,Wtórny,,,Blok Mieszkalny,27.02.2024,10.04.2024,morizon-R-725842,240,0,,,,,1970.0,,,31.05.2024,,1.0,,,,,,Sprzedaży,,,,,
2113,2113,16 piętro | Widok na morze | odbiór w lipcu,858 477 zł,Gdańsk,Letnica,"Letnica, ", • 3 pokoje,,"57,27 m²",,3,3,2.0,,,,,,,Wtórny,,Na wyłączność,Apartamentowiec,29.03.2024,22.04.2024,morizon-K3N636499,54,0,,,,,2024.0,,Co Miejskie,01.07.2024,Cegła,1.0,,,,,,Sprzedaży,,,,,
2114,2114,Sprzedam nowy apartament na Gdańskim Przymorzu,890 000 zł,Gdańsk,Przymorze,"Przymorze, ", • 2 pokoje,,"44,72 m²",,2,3,,,,,,,,Pierwotny,,,,22.04.2024,22.04.2024,morizon-R-462311,1,0,,,,,,,,,,,,,,,,Sprzedaży,,,,,
2115,2115,"Apartament inwestycji \""Atol\""",899 000 zł,Gdańsk,Śródmieście,"Stare Miasto, ", • 2 pokoje,,"47,53 m²",,11,17,1.0,,,,,,,Wtórny,,,,05.03.2024,05.03.2024,morizon-987788,221,0,,,,,2022.0,,,,,,,,,,,Sprzedaży,,,,,
2116,2116,Mieszkanie z cudownymi widokami- 4 pokoje,1 059 000 zł,Gdańsk,Jasień,"Jasień, ", • 4 pokoje,,"79,30 m²",,8,17,3.0,,,Tak,,,,Wtórny,,Na wyłączność,,28.03.2024,28.03.2024,morizon-CP1437592,91,0,,,,,2020.0,,,,,,,,,,,Sprzedaży,,,,,
2117,2117,3 pokoje w apartamentowcu blisko morza i SKM HIT,1 075 000 zł,Gdańsk,Przymorze,"Przymorze, ", • 3 pokoje,,"58,82 m²",,2,5,,,,Tak,,,,Wtórny,,Na wyłączność,Apartamentowiec,19.02.2024,18.04.2024,morizon-AG537836,160,0,,,,,2015.0,,Co Miejskie,31.08.2024,Konstrukcja żelbetowa,,,,,,,Sprzedaży,,,,,
2118,2118,Mieszkanie czteropokojowe w kamienicy,1 080 000 zł,Gdańsk,Suchanino,Suchanino, • 3 pokoje,Bardzo dobry,80 m²,250 cm,3,6,,Aneks,Tak,Nie,,,,Wtórny,Własność,Na wyłączność,Kamienica,27.03.2024,03.04.2024,morizon-232,90,0,2.0,,Tak,,,Bardzo dobry,Elektryczne,27.03.2024,Pustak,2.0,"4,50 m²",9 m²,,,,Sprzedaży,,,,,
2119,2119,Klimatyczne mieszkanie w sercu Oliwy,1 130 000 zł,Gdańsk,Oliwa,"Oliwa, ", • 3 pokoje,WYSOKI STANDARD,71 m²,280 cm,1,4,,OTWARTA,,,,,,Wtórny,WŁASNOŚĆ,Na wyłączność,KAMIENICA,16.02.2024,22.03.2024,morizon-12260/8653/OMS,416,0,1.0,,,,1926.0,,C.O. GAZOWE,01.05.2024,CEGŁA,,,,,,,Sprzedaży,,,,,
2120,2120,Apartament | 3 pokoje | blisko morza,1 150 000 zł,Gdańsk,Letnica,"Letnica, ", • 3 pokoje,,"64,63 m²",,1,3,2.0,,,,,,,Wtórny,,,Apartamentowiec,16.02.2024,06.04.2024,morizon-446163,27,0,,,,,2024.0,,Co Miejskie,,,,,,,"62,41 m²",,Sprzedaży,,,,,
2121,2121,"Słoneczne mieszkanie, 78m2, 2 piwnice, centrum",1 159 000 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 4 pokoje,,"77,90 m²",,3,3,,,,,,,,Wtórny,,Na wyłączność,Kamienica,14.02.2024,02.04.2024,morizon-DH277592,138,0,,,,,1900.0,,,,,,,,,,,Sprzedaży,,,,,
2122,2122,Sprzedam nowy apartament na Gdańskim Przymorzu,1 220 000 zł,Gdańsk,Przymorze,"Przymorze, ", • 2 pokoje,,"65,42 m²",,1,4,,,,,,,,Pierwotny,,,,22.04.2024,22.04.2024,morizon-R-901489,1,0,,,,,2024.0,,,,,,,,,,,Sprzedaży,,,,,
2123,2123,Opis nieruchomości,1 854 000 zł,Gdańsk,Śródmieście,Łąkowa, • 4 pokoje,BARDZO WYSOKI STANDARD,103 m²,400 cm,17,18,,ANEKS KUCHENNY,,Tak,,,,Wtórny,WŁASNOŚĆ,,KAMIENICA,23.03.2024,08.04.2024,morizon-51/5867/OMS,141,0,,,,,1880.0,,C.O. Z SIECI MIEJSKIEJ,23.03.2024,CEGŁA,,,,,,,Sprzedaży,,,,,
2124,2124,Sprzedam nowy apartament na Gdańskim Przymorzu,1 920 000 zł,Gdańsk,Przymorze,"Przymorze, ", • 4 pokoje,,"108,90 m²",,1,4,,,,,,,,Pierwotny,,,,22.04.2024,22.04.2024,morizon-R-370359,1,0,,,,,2024.0,,,,,,,,,,,Sprzedaży,,,,,
