,Unnamed: 0,Nazwa,Cena,Miasto,Dzielnica_N,Dzielnica_Oryg,Pokoje,Stan nieruchomości,Pow. całkowita,Wysokość wnętrza,Piętro,Liczba pięter,Liczba sypialni,Typ kuchni,łazienka razem z WC,Balkon,Stolarka okienna,Depozyt za wynajem,Dodatkowe koszty,Rynek,Forma własności,Rodzaj umowy,Typ budynku,Data dodania,Aktualizacja,Numer ogłoszenia,Liczba odsłon,Liczba Punktów Podbić,Liczba łazienek,Pow. balkonu,Taras,Pow. loggii,Rok budowy,Stan budynku,Ogrzewanie,Dostępne od,Materiał budowlany,Liczba poziomów mieszkania,Pow. łazienki,Pow. tarasu,Pow. ogródka,Pow. użytkowa,Cena do negocjacji,Typ oferty,Inwestycja,Typ nieruchomości,Typ domu,Lokalizacja garażu,Pow. działki
66,66,"3 pokoje z balkonem Chełm, dostępne od zaraz",2 500 zł,Gdańsk,Chełm,"Ujeścisko, ", • 3 pokoje,WYSOKI STANDARD,59 m²,,1,4,,ANEKS KUCHENNY,,Tak,,,,Wtórny,WŁASNOŚĆ,Na wyłączność,NISKI BLOK,15.04.2024,22.04.2024,morizon-49024/2089/OMW,135,1,,,,,,,C.O. Z SIECI MIEJSKIEJ,15.04.2024,,,,,,,,Najmu,,,,,
67,67,Mieszkanie 3 pokojowe + miejsce w hali garażowej,3 800 zł,Gdańsk,Jasień,"Jasień, ", • 3 pokoje,,"68,71 m²",,2,3,,,,Tak,,,,Wtórny,,Na wyłączność,Blok Mieszkalny,20.03.2024,15.04.2024,morizon-PAN873254,231,1,,,,,2012.0,,Co Miejskie,15.04.2024,YTong,,,,,,,Najmu,,,,,
68,68,Klimatyczne mieszkanie w kamienicy,4 500 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 3 pokoje,,63 m²,,1,4,2.0,,,Tak,,,,Wtórny,,Na wyłączność,Kamienica,21.03.2024,15.04.2024,morizon-386607,203,1,,,,,1920.0,,Gazowe,12.03.2024,,1.0,,,,,,Najmu,,,,,
69,69,Garnizon - nowe mieszkanie z miejscem postojowym,4 000 zł,Gdańsk,Wrzeszcz,"Wrzeszcz Górny, ", • 2 pokoje,,38 m²,,2,6,,,,Tak,,,,Wtórny,,Na wyłączność,Blok Mieszkalny,18.03.2024,19.04.2024,morizon-571642,226,1,,,,,2023.0,,Co Miejskie,18.03.2024,,1.0,,,,,,Najmu,,,,,
70,70,Stylowy apartament w prestiżowej lokalizacji,5 000 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 2 pokoje,,51 m²,,1,4,1.0,,,,,,,Wtórny,,,Apartamentowiec,04.04.2024,04.04.2024,morizon-663576,123,1,,,Tak,,2018.0,,Co Miejskie,03.04.2024,,1.0,,,,,,Najmu,,,,,
71,71,Funkcjonalne mieszkanie dla pary,2 850 zł,Gdańsk,Letnica,"Letnica, ", • 2 pokoje,,"38,48 m²",,10,17,,,,Tak,,,,Wtórny,,Na wyłączność,Apartamentowiec,06.03.2024,18.04.2024,morizon-PAN918884,217,1,,,Nie,,,,Co Miejskie,,YTong,,,,,,,Najmu,,,,,
72,72,Mieszkanie idealne dla rodziny | Osiedle Focha,4 500 zł,Gdańsk,Aniołki,"Aniołki, ", • 4 pokoje,,84 m²,,2,4,,,,,,,,Wtórny,,,Blok Mieszkalny,18.03.2024,16.04.2024,morizon-342234,294,1,,,,,2001.0,,Co Miejskie,22.03.2024,,1.0,,,,,,Najmu,,,,,
73,73,W pełni wyposażone mieszkanie nad morzem,4 500 zł,Gdańsk,Letnica,"Letnica, ", • 3 pokoje,,"68,07 m²",,4,5,2.0,,,Tak,,,,Wtórny,,,Blok Mieszkalny,21.03.2024,17.04.2024,morizon-719696,186,1,,,,,2022.0,,Co Miejskie,01.04.2024,,1.0,,,,,,Najmu,,,,,
74,74,Nowoczesne mieszkanie w centrum Gdańska,4 200 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 3 pokoje,,54 m²,,6,17,,,,Tak,,,,Wtórny,,,Wieżowiec,27.02.2024,20.04.2024,morizon-786985,245,1,,,,,2018.0,,Co Miejskie,02.02.2024,,,,,,,,Najmu,,,,,
75,75,Gdańsk Zaspa | Inwestycja Impuls | 2 osobne pokoje,3 300 zł,Gdańsk,Zaspa,"Zaspa, ", • 2 pokoje,,44 m²,,2,4,1.0,,,Tak,,,,Wtórny,,Na wyłączność,Blok Mieszkalny,21.02.2024,21.04.2024,morizon-300654,284,1,,,,,2020.0,,Co Miejskie,01.03.2024,,1.0,,,,,,Najmu,,,,,
76,76,Garnizon- nowe 2 pokoje,3 500 zł,Gdańsk,Wrzeszcz,"Wrzeszcz, ", • 2 pokoje,,45 m²,,2,4,,,,Tak,,,,Wtórny,,Na wyłączność,Blok Mieszkalny,30.03.2024,16.04.2024,morizon-PAN520454,160,1,,,,,,,Co Miejskie,,Pustak,,,,,,,Najmu,,,,,
77,77,Nadmorski apartament z dużym tarasem,6 000 zł,Gdańsk,Jelitkowo,"Jelitkowo, ", • 3 pokoje,,"64,30 m²",,2,3,2.0,,,,,,,Wtórny,,,Apartamentowiec,03.03.2024,17.04.2024,morizon-712073,274,1,,,Tak,,2013.0,,Co Miejskie,,,1.0,,,,,,Najmu,,,,,
78,78,Dwa pokoje z balkonem i dostępem do siłowni,2 850 zł,Gdańsk,Piecki-Migowo,"Piecki-Migowo, ", • 2 pokoje,,49 m²,,1,3,1.0,,,Tak,,,,Wtórny,,Na wyłączność,Blok Mieszkalny,01.03.2024,21.04.2024,morizon-PAN242588,289,1,,,,,2019.0,,Co Miejskie,,Silikat,,,,,,,Najmu,,,,,
79,79,Słoneczne mieszkanie (68 m 2) trzy pokojowe,3 800 zł,Gdańsk,Jasień,"Jasień, ", • 3 pokoje,Bardzo dobry,68 m²,300 cm,1,4,,Aneks,Tak,Tak,,,,Wtórny,Własność,Na wyłączność,Dom wielorodzinny,05.04.2024,19.04.2024,morizon-322748,118,1,1.0,,,,2009.0,Bardzo dobry,Miejskie,01.06.2024,Beton,1.0,,,,,,Najmu,,,,,
80,80,Wynajmę 2 pokoje Gdańsk,2 000 zł,Gdańsk,Orunia,"Orunia Górna, ", • 2 pokoje,,"49,50 m²",,2,4,1.0,,,Tak,,,,Wtórny,,Na wyłączność,Blok Mieszkalny,30.01.2024,16.04.2024,morizon-PAN444746,590,1,,,,,1990.0,,Co Miejskie,,Wielka płyta,,,,,,,Najmu,,,,,
81,81,Nowy apartament w Śródmieściu,4 000 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 3 pokoje,,"52,88 m²",,5,8,,,,Tak,,,,Wtórny,,Na wyłączność,Blok Mieszkalny,19.01.2024,22.04.2024,morizon-PAN643733,291,1,,,,,2022.0,,Co Miejskie,,Pustak,,,,,,,Najmu,,,,,
82,82,Komfortowe mieszkanie w centrum Wrzeszcza,4 800 zł,Gdańsk,Wrzeszcz,"Wrzeszcz, ", • 4 pokoje,,85 m²,,2,3,,,,Tak,,,,Wtórny,,Na wyłączność,Blok Mieszkalny,29.02.2024,10.04.2024,morizon-PAN517060,350,1,,,,,,,Co Miejskie,29.02.2024,Pustak,2.0,,,,,,Najmu,,,,,
83,83,Granaria- 4 pokojowy apartament z sauną,14 000 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 4 pokoje,,102 m²,,7,7,3.0,,,Tak,,,,Wtórny,,Na wyłączność,Apartamentowiec,18.01.2024,18.04.2024,morizon-EC259824,137,1,,,,,2019.0,,Co Miejskie,19.01.2024,Silikat,,,,,,,Najmu,,,,,
84,84,"Nowe, w pełni wyposażone, blisko stacji PKM",2 700 zł,Gdańsk,Jasień,"Kiełpinek, ", • 2 pokoje,,"40,26 m²",,2,4,,,,Tak,,,,Wtórny,,Na wyłączność,Blok Mieszkalny,13.03.2024,13.04.2024,morizon-PAN296593,210,1,,,,,,,Co Miejskie,,Konstrukcja mieszana,,,,,,,Najmu,,,,,
85,85,Mieszkanie (65 m 2) trzypokojowe z ogródkiem 90 m,3 900 zł,Gdańsk,Orunia,"Orunia Górna-Gdańsk Południe, ", • 3 pokoje,Bardzo dobry,65 m²,300 cm,1,4,,Aneks,Tak,Nie,,,,Wtórny,Własność,Na wyłączność,Dom wielorodzinny,13.03.2024,05.04.2024,morizon-374392,277,1,1.0,,Tak,,2012.0,Bardzo dobry,Miejskie,,Pustak,1.0,,30 m²,90 m²,,,Najmu,,,,,
86,86,Premium/ Wyjątkowa oferta ul. Piwna w Gdańsku,4 500 zł,Gdańsk,Śródmieście,"Stare Miasto, ", • 2 pokoje,,35 m²,,1,4,,,,Nie,,,,Wtórny,,Na wyłączność,Kamienica,02.04.2024,09.04.2024,morizon-PAN350908,128,1,,,,,,,Elektryczne,,Cegła,,,,,,,Najmu,,,,,
87,87,2 pokoje od zaraz w centrum Gdańska,2 800 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 2 pokoje,,"36,80 m²",,2,3,,,,Nie,,,,Wtórny,,Na wyłączność,Kamienica,31.12.2023,15.04.2024,morizon-PAN415282,324,1,,,,,1960.0,,Co Miejskie,,Cegła,1.0,,,,,,Najmu,,,,,
88,88,Wygodny apartament w Śródmieściu Gdańska,3 500 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 2 pokoje,,"46,79 m²",,4,4,1.0,,,,,,,Wtórny,,,Blok Mieszkalny,16.02.2024,19.04.2024,morizon-972564,341,1,,,,,2018.0,,Co Miejskie,01.05.2024,,1.0,,,,,,Najmu,,,,,
89,89,Komfortowe mieszkanie (52 m 2) znajdujące si,4 000 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 2 pokoje,,52 m²,,2,6,1.0,,,,,,,Wtórny,,,,18.03.2024,12.04.2024,morizon-657056,227,1,,,,,2021.0,,,12.04.2024,,1.0,,,,,,Najmu,,,,,
90,90,Apartament z widokiem w centrum Gdańska,7 500 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 3 pokoje,,"76,40 m²",,4,5,2.0,,,,,,,Wtórny,,,Apartamentowiec,01.03.2024,04.03.2024,morizon-462236,230,1,,,,,2020.0,,Co Miejskie,,,1.0,,,,,,Najmu,,,,,
91,91,Widokowy apartament w inwestycji Granaria,7 000 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 2 pokoje,,59 m²,,5,7,1.0,,,Tak,,,,Wtórny,,Na wyłączność,,04.02.2024,12.04.2024,morizon-EC590567,145,1,,,,,2019.0,,,,,,,,,,,Najmu,,,,,
92,92,Przytulna kawalerka blisko Śródmieścia,2 150 zł,Gdańsk,Przeróbka,"Przeróbka, ", • 1 pokój,,27 m²,,1,4,,,,Nie,,,,Wtórny,,Na wyłączność,Blok Mieszkalny,13.02.2024,22.03.2024,morizon-PAN319592,286,1,,,,,,,Co Miejskie,,Wielka płyta,,,,,,,Najmu,,,,,
93,93,Kawalerka - Zajezdnia Wrzeszcz,2 500 zł,Gdańsk,Wrzeszcz,"Wrzeszcz, ", • 1 pokój,,25 m²,,1,4,,,,Nie,,,,Wtórny,,Na wyłączność,Apartamentowiec,29.02.2024,29.02.2024,morizon-PN943485,295,1,,,,,,,Co Miejskie,,Konstrukcja mieszana,,,,,,,Najmu,,,,,
94,94,"Ogród 140 m2-wysoki standard-miejsce, komórka",2 600 zł,Gdańsk,Jasień,"Jasień, ", • 2 pokoje,,"51,48 m²",,1,4,1.0,,,,,,,Wtórny,,Na wyłączność,Blok Mieszkalny,22.04.2024,22.04.2024,morizon-CP113057,1,0,,,Tak,,2021.0,,Co Miejskie,01.05.2024,,,,,,,,Najmu,,,,,
95,95,"Najem długoterminowy! Nowe, umeblowane mieszkanie",2 800 zł,Gdańsk,Jasień,"Jasień, ", • 2 pokoje,,40 m²,,1,7,,,,Tak,,,,Wtórny,,Na wyłączność,Blok Mieszkalny,15.04.2024,15.04.2024,morizon-DH864929,71,0,,,,,2022.0,,Co Miejskie,15.04.2024,,1.0,,,,,,Najmu,,,,,
96,96,2 pok. w zrewitalizowanej kamienicy z windą,3 250 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 2 pokoje,,36 m²,,4,4,1.0,,,Nie,,,,Wtórny,,,Apartamentowiec,19.04.2024,19.04.2024,morizon-DH707761,30,0,,,,,2021.0,,Co Miejskie,30.04.2024,Cegła,,,,,,,Najmu,,,,,
97,97,Świeżo wykończone | miejsce postojowe oraz komórka,3 300 zł,Gdańsk,Ujeścisko-Łostowice,Myśliwska, • 2 pokoje,,38 m²,,3,4,1.0,,,Tak,,,,Wtórny,,,Blok Mieszkalny,22.04.2024,22.04.2024,morizon-FPO691223,1,0,,,,,2024.0,,Co Miejskie,,,,,,,,,Najmu,,,,,
98,98,Mieszkanie na wynajem Gdańsk Wrzeszcz Garnizon,3 500 zł,Gdańsk,Wrzeszcz,"Wrzeszcz, ", • 2 pokoje,,"44,58 m²",,2,5,1.0,,,Tak,,,,Wtórny,,Na wyłączność,Blok Mieszkalny,18.04.2024,18.04.2024,morizon-WH936842,59,0,,,,,2021.0,,Co Miejskie,15.06.2023,Cegła,,,,,,,Najmu,,,,,
99,99,Garnizon - nowe 2 pokoje z garderobą i halą,3 500 zł,Gdańsk,Wrzeszcz,"Wrzeszcz, ", • 2 pokoje,,"49,70 m²",,4,6,1.0,,,,,,,Wtórny,,Na wyłączność,Apartamentowiec,18.04.2024,18.04.2024,morizon-HEX925996,44,0,,,,,2022.0,,Co Miejskie,01.06.2024,,,,,,,,Najmu,,,,,
100,100,Gdańskie serce – Twoje nowe miejsce,3 800 zł,Gdańsk,Śródmieście,Szeroka, • 2 pokoje,,"45,40 m²",,1,3,1.0,,,,,,,Wtórny,,Na wyłączność,Apartamentowiec,16.04.2024,16.04.2024,morizon-EC490027,59,0,,,,,2012.0,,Co Miejskie,16.04.2024,,,,,,,,Najmu,,,,,
101,101,Zajezdnia Wrzeszcz 3 pokoje - blisko morza,4 200 zł,Gdańsk,Wrzeszcz,"Wrzeszcz, ", • 3 pokoje,,"77,55 m²",,5,12,2.0,,,Tak,,,,Wtórny,,Na wyłączność,Blok Mieszkalny,18.04.2024,18.04.2024,morizon-WH441601,55,0,,,,,2020.0,,Co Miejskie,01.05.2024,Inne,1.0,,,,"75,54 m²",,Najmu,,,,,
102,102,Oliwa OBC | Eleganckie 2 pokoje | widok na zieleń,4 300 zł,Gdańsk,Oliwa,"Oliwa, ", • 2 pokoje,,"52,50 m²",,3,3,1.0,,,Tak,,,,Wtórny,,Na wyłączność,Apartamentowiec,08.04.2024,08.04.2024,morizon-WH718875,120,0,,,,,2014.0,,Co Miejskie,01.12.2023,Cegła,1.0,,,,,,Najmu,,,,,
103,103,Brabank - apartament z widokiem na rzekę,5 000 zł,Gdańsk,Śródmieście,Stara Stocznia, • 2 pokoje,,"49,76 m²",,2,6,1.0,,,Tak,,,,Wtórny,,Na wyłączność,Apartamentowiec,17.04.2024,17.04.2024,morizon-EC198703,37,0,,,,,2018.0,,Co Miejskie,01.05.2024,,,,,,,,Najmu,,,,,
104,104,"3 pokoje, taras, Motława,",9 000 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 3 pokoje,,80 m²,,8,8,,,,,,9000.0,,Wtórny,,Na wyłączność,,17.04.2024,18.04.2024,morizon-430777,24,0,1.0,,Tak,,2022.0,,Co miejskie,15.05.2024,,1.0,,30 m²,,,,Najmu,,,,,
105,105,Rezydencja Jaśkowa | 2 pokojowy apartament,3 000 zł,Gdańsk,Wrzeszcz,"Wrzeszcz, ", • 2 pokoje,WYSOKI STANDARD,"59,30 m²",260 cm,1,4,,,,Tak,,,,Wtórny,WŁASNOŚĆ,Na wyłączność,APARTAMENTOWIEC,17.04.2024,18.04.2024,morizon-49026/2089/OMW,54,0,,,,,2006.0,,C.O. WŁASNE,,,,,,,,,Najmu,,,,,
106,106,"3 pokoje z widokiem na jezioro, hala, taras",3 800 zł,Gdańsk,Jasień,"Jasień, ", • 3 pokoje,,"68,21 m²",,2,3,2.0,,,Tak,,,,Wtórny,,Na wyłączność,Blok Mieszkalny,12.04.2024,19.04.2024,morizon-HEX203287,104,0,,,,,2019.0,,Co Miejskie,15.04.2024,,,,,,,,Najmu,,,,,
107,107,Atrakcyjny apartament w inwestycji Brabank,5 000 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 2 pokoje,,55 m²,,5,6,1.0,,,Tak,,,,Wtórny,,Na wyłączność,Apartamentowiec,10.04.2024,10.04.2024,morizon-DH791211,102,0,,,,,2015.0,,Co Miejskie,15.04.2024,,,,,,,,Najmu,,,,,
108,108,3 pokoje na osiedlu BROWAR GDAŃSK,5 500 zł,Gdańsk,Wrzeszcz,"Wrzeszcz, ", • 3 pokoje,,84 m²,,2,5,2.0,,,Tak,,,,Wtórny,,Na wyłączność,Apartamentowiec,12.04.2024,18.04.2024,morizon-PH866166,104,0,,,,,2021.0,,Co Miejskie,,,,,,,,,Najmu,,,,,
109,109,Przestronny apartament z widokiem na las,6 700 zł,Gdańsk,Wrzeszcz,"Wrzeszcz, ", • 3 pokoje,,"98,90 m²",,4,4,,,,Tak,,,,Wtórny,,Na wyłączność,Apartamentowiec,10.04.2024,13.04.2024,morizon-WH122035,137,0,,,Tak,,2018.0,,Co Własne,,YTong,1.0,,,,"89,70 m²",,Najmu,,,,,
110,110,Mieszkanie na wynajem w świetnej lokalizacji,2 250 zł,Gdańsk,Piecki-Migowo,"Morena, ", • 1 pokój,,35 m²,,1,4,,,,Tak,,,,Wtórny,,Na wyłączność,Blok Mieszkalny,12.04.2024,12.04.2024,morizon-TY615907,121,0,,,Tak,,2007.0,,Co Miejskie,,,,,,,,,Najmu,,,,,
111,111,2 pokoje 55m 2 Gdańsk Centrum,3 500 zł,Gdańsk,Śródmieście,"Gdańsk, ", • 2 pokoje,Do wprowadzenia,55 m²,280 cm,1,2,2.0,Aneks kuchenny - połączony z salonem,,Tak,"PCV 3 szyby, ciepły montaż",5000.0,700.0,Wtórny,,,Budynek wielorodzinny,18.03.2024,18.03.2024,morizon-M4G-MW-176,203,0,1.0,,Tak,,1970.0,,,,"Beton, cegła",,,,,,,Najmu,,,,,
112,112,"Wygodne 2-pok. mieszkanie z osobną kuchnią, balkon",2 400 zł,Gdańsk,Chełm,"Chełm, ", • 2 pokoje,WYSOKI STANDARD,"53,48 m²",,2,3,,ODDZIELNA,,Tak,,,,Wtórny,,Na wyłączność,NISKI BLOK,13.04.2024,13.04.2024,morizon-48916/2089/OMW,135,0,1.0,,,,2005.0,,C.O. Z SIECI MIEJSKIEJ,15.04.2024,,,,,,,,Najmu,,,,,
113,113,z pracy do domu i z domu do pracy = 5 minut,2 500 zł,Gdańsk,Przymorze,"Przymorze, ", • 1 pokój,,30 m²,,2,5,,,,,,,,Wtórny,,Na wyłączność,Apartamentowiec,12.02.2024,12.02.2024,morizon-TY231929,319,0,,,,,2022.0,,Co Miejskie,,,,,,,,,Najmu,,,,,
114,114,Apartament typu studio 42m2 Centrum Gdańska,2 800 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 1 pokój,,42 m²,,5,5,,,,Tak,,,,Wtórny,,Na wyłączność,Apartamentowiec,17.04.2024,17.04.2024,morizon-DH460893,53,0,,,,,,,Co Miejskie,17.04.2024,,,,,,,,Najmu,,,,,
115,115,Lokal na wynajem Gdańsk Oliwa,2 900 zł,Gdańsk,Oliwa,"Oliwa, ", • 2 pokoje,,41 m²,,1,4,,,,Nie,,,,Wtórny,,Na wyłączność,Dom Wielorodzinny,04.04.2024,12.04.2024,morizon-DH205040,142,0,,,Tak,,,,Co Własne,04.04.2024,,,,,,,,Najmu,,,,,
116,116,Nowe wykończone 2 pokoje | Perspektywa Eurostyl,3 100 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 2 pokoje,,46 m²,,1,4,1.0,,,Tak,,,,Wtórny,,Na wyłączność,Apartamentowiec,22.04.2024,22.04.2024,morizon-TC922396,1,0,,,,,2022.0,,Co Miejskie,05.09.2023,Konstrukcja mieszana,,,,,,,Najmu,,,,,
117,117,Prestiżowa lokalizacja / do wprowadzenia,3 700 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 3 pokoje,WYSOKI STANDARD,"52,06 m²",,2,4,,ANEKS KUCHENNY,,,,,,Wtórny,WŁASNOŚĆ,Na wyłączność,APARTAMENTOWIEC,11.04.2024,22.04.2024,morizon-16/8976/OMW,49,0,1.0,,,,2015.0,,C.O. Z SIECI MIEJSKIEJ,12.04.2024,,,,,,,,Najmu,,,,,
118,118,"Nowe 2 pokojowe do wynajęcia, pierwszy najemca",2 200 zł,Gdańsk,Chełm,"Chełm, ", • 2 pokoje,BARDZO WYSOKI STANDARD,"32,37 m²",280 cm,1,4,,ANEKS KUCHENNY,,Tak,,,,Wtórny,WŁASNOŚĆ,Na wyłączność,NISKI BLOK,16.04.2024,18.04.2024,morizon-48810/2089/OMW,73,0,1.0,,,,2024.0,,C.O. Z SIECI MIEJSKIEJ,01.04.2024,,,,,,,,Najmu,,,,,
119,119,"Nowe, 2 pokojowe do wynajęcia, pierwszy najemca",2 200 zł,Gdańsk,Chełm,"Chełm, ", • 2 pokoje,BARDZO WYSOKI STANDARD,"32,37 m²",280 cm,1,4,,ANEKS KUCHENNY,,Tak,,,,Wtórny,WŁASNOŚĆ,Na wyłączność,NISKI BLOK,16.04.2024,18.04.2024,morizon-48809/2089/OMW,87,0,1.0,,,,2024.0,,C.O. Z SIECI MIEJSKIEJ,01.04.2024,,,,,,,,Najmu,,,,,
120,120,"2 pokoje, dla pracujących i studentów, bezpiecznie wynajmij na cały rok",2 300 zł,Gdańsk,Oliwa,Oliwa, • 2 pokoje,Dobry,50 m²,300 cm,1,4,,Osobna,Tak,Nie,,,,Wtórny,Własność,Na wyłączność,Kamienica,22.04.2024,22.04.2024,morizon-2024/GD/KK/WYN/4,1,0,1.0,,Nie,,1930.0,Dobry,Gazowe,22.04.2024,Cegła,1.0,4 m²,,,,Tak,Najmu,,,,,
121,121,Ciche mieszkanie blisko Śródmieścia,2 400 zł,Gdańsk,Śródmieście,Długa Grobla, • 2 pokoje,,41 m²,,3,5,1.0,,,,,,,Wtórny,,Na wyłączność,Blok Mieszkalny,21.03.2024,02.04.2024,morizon-105855669,280,0,,,,,,,Co Miejskie,02.04.2024,,,,,,,,Najmu,,,,,
122,122,Słoneczne mieszkanie na Zaspie,2 500 zł,Gdańsk,Zaspa,"Zaspa, ", • 2 pokoje,,42 m²,,3,4,1.0,,,Tak,,,,Wtórny,,Na wyłączność,Blok Mieszkalny,09.04.2024,22.04.2024,morizon-TY810697,270,0,,,,,1980.0,,Co Miejskie,,Wielka płyta,1.0,,,,,,Najmu,,,,,
123,123,Gdańsk Oliwa | Harmonia Oliwska,3 400 zł,Gdańsk,Oliwa,"Oliwa, ", • 2 pokoje,,54 m²,,2,4,,,,,,,,Wtórny,,,Apartamentowiec,15.04.2024,17.04.2024,morizon-506446,77,0,,,,,2018.0,,Co Miejskie,22.04.2024,,1.0,,,,,,Najmu,,,,,
124,124,Stylowy apartament z duszą- ul. Mariacka,4 000 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 3 pokoje,,57 m²,,1,4,2.0,,,Nie,,,,Wtórny,,Na wyłączność,Kamienica,08.04.2024,18.04.2024,morizon-DH191546,129,0,,,,,1950.0,,Co Miejskie,,,,,,,,,Najmu,,,,,
125,125,Fajnie umeblowane mieszkanie z widokiem,2 300 zł,Gdańsk,Orunia,"Orunia Górna, ", • 2 pokoje,WYSOKI STANDARD,40 m²,,3,4,,ANEKS KUCHENNY,,,,,,Wtórny,WŁASNOŚĆ,,NISKI BLOK,09.04.2024,10.04.2024,morizon-53/4070/OMW,134,0,1.0,,,,2017.0,,C.O. Z SIECI MIEJSKIEJ,,,,,,,,,Najmu,,,,,
126,126,Mieszkanie 36 m2 z ogródkiem nad morzem w Gdańsku,2 500 zł,Gdańsk,Żabianka,Jelitkowska, • 1 pokój,WYSOKI STANDARD,"36,50 m²",,1,4,,ANEKS KUCHENNY,,,,,,Wtórny,WŁASNOŚĆ,Na wyłączność,NISKI BLOK,10.04.2024,11.04.2024,morizon-4844/3685/OMW,127,0,1.0,,,,,,C.O. Z SIECI MIEJSKIEJ,01.04.2024,MIESZANY,,,,,,,Najmu,,,,,
127,127,3 pokojowe mieszkanie w Gdańsku w otulinie drzew,3 000 zł,Gdańsk,Piecki-Migowo,"Morena, ", • 3 pokoje,,"62,40 m²",,1,4,2.0,,,Tak,,,,Wtórny,,Na wyłączność,,12.04.2024,20.04.2024,morizon-620127753,142,0,,,,,1980.0,,,15.04.2024,,,,,,,,Najmu,,,,,
128,128,"2 pokoje, balkon, Motława,",4 000 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 2 pokoje,,50 m²,,7,8,,,,Tak,,4000.0,,Wtórny,,Na wyłączność,,17.04.2024,18.04.2024,morizon-440777,18,0,1.0,,Nie,10 m²,2022.0,,Co miejskie,15.05.2024,,1.0,,,,,,Najmu,,,,,
129,129,Eleganckie mieszkanie z pięknym widokiem Albatross,4 600 zł,Gdańsk,Przymorze,"Przymorze, ", • 3 pokoje,,60 m²,,17,17,,,,Tak,,,,Wtórny,,,Apartamentowiec,10.04.2024,18.04.2024,morizon-PAN486146,124,0,,,,,,,Co Miejskie,,Konstrukcja mieszana,,,,,,,Najmu,,,,,
130,130,"Przestronne, minimalistyczne 3-pokojowe mieszkanie w Garnizonie",4 800 zł,Gdańsk,Strzyża,"Strzyża, ", • 3 pokoje,Wysoki standard,57 m²,,4,5,,Aneks,Tak,Tak,,,,Wtórny,,,Apartamentowiec,29.03.2024,08.04.2024,morizon-gratka-34055003,245,0,,,,,2016.0,,,,Inny,,,,,,,Najmu,,,,,
131,131,Pokój na Wynajem blisko stacji PKM,1 500 zł,Gdańsk,Osowa,"Osowa, ", • 1 pokój,,"11,50 m²",,1,4,,,,Nie,,,,Wtórny,,Na wyłączność,Dom Wielorodzinny,09.04.2024,10.04.2024,morizon-DH330674,193,0,,,,,,,Gazowe,09.04.2024,YTong,,,,,,,Najmu,,,,,
132,132,"2 pokoje, niezamieszkane, 1,5 km. od morza",2 400 zł,Gdańsk,Letnica,"Letnica, ", • 1 pokój,Wysoki standard,"32,38 m²",,6,15,,,,Tak,,,,Wtórny,Własność,,Apartamentowiec,15.04.2024,22.04.2024,morizon-FEWU893,75,0,,,,,2023.0,,Ogrzewanie miejskie,,Mieszana,,,,,,,Najmu,,,,,
133,133,| Słoneczne 3 pokoje z balkonem | piękny widok |,2 510 zł,Gdańsk,Brętowo,"Niedźwiednik, ", • 3 pokoje,Normalny,"60,50 m²",265 cm,2,4,,Kuchnia zamykana z oknem,,Tak,,,,Wtórny,Własność,Na wyłączność,Wielorodzinny,16.04.2024,22.04.2024,morizon-GUCY397,108,0,,,,,1988.0,,Ogrzewanie miejskie,,Mieszana,,,,,,,Najmu,,,,,
134,134,"Urządzone, nowe , super skomunikowane",2 950 zł,Gdańsk,Kokoszki,"Kokoszki, ", • 2 pokoje,,"40,87 m²",,3,4,1.0,,,Tak,,,,Wtórny,,Na wyłączność,Blok Mieszkalny,22.04.2024,22.04.2024,morizon-395826,1,0,,,,,2021.0,,Co Miejskie,01.05.2024,Silikat,1.0,,,,,,Najmu,,,,,
135,135,"Gdańsk 3 pokoje ogórdek, miejsce w hali garażowej",3 100 zł,Gdańsk,Jasień,"Jasień, ", • 3 pokoje,,60 m²,,1,4,,,,,,,,Wtórny,,,Blok Mieszkalny,22.04.2024,22.04.2024,morizon-PH112687,1,0,,,,,2022.0,,Co Miejskie,,YTong,,,,,,,Najmu,,,,,
